기준년월,신용체크구분,개인법인구분,대분류,중분류,소분류,구분,value
202503,신용카드,개인,국내이용금액,일시불,일반,롯데카드,12934455
202503,신용카드,개인,국내이용금액,일시불,국세/지방세등,롯데카드,672437
202503,신용카드,개인,국내이용금액,할부,일반,롯데카드,3813251
202503,신용카드,개인,국내이용금액,할부,국세/지방세등,롯데카드,216257
202503,신용카드,개인,국내이용금액,현금서비스,현금서비스,롯데카드,1602256
202503,신용카드,개인,국내이용금액,카드론,카드론,롯데카드,1302262
202503,신용카드,법인,국내이용금액,일시불,일반,롯데카드,1795745
202503,신용카드,법인,국내이용금액,일시불,국세/지방세등,롯데카드,475012
202503,신용카드,법인,국내이용금액,일시불,구매전용,롯데카드,3715802
202503,신용카드,법인,국내이용금액,할부,일반,롯데카드,1931
202503,신용카드,법인,국내이용금액,할부,국세/지방세등,롯데카드,78687
202503,신용카드,법인,국내이용금액,할부,구매전용,롯데카드,0
202503,직불/체크카드,개인,국내이용금액,일반,일반,롯데카드,159688
202503,직불/체크카드,개인,국내이용금액,국세/지방세등,국세/지방세등,롯데카드,2141
202503,직불/체크카드,법인,국내이용금액,일반,일반,롯데카드,234
202503,직불/체크카드,법인,국내이용금액,국세/지방세등,국세/지방세등,롯데카드,0
202503,직불/체크카드,법인,국내이용금액,구매전용,구매전용,롯데카드,0
202503,신용카드,개인,해외이용금액,일시불,일반,롯데카드,241584
202503,신용카드,개인,해외이용금액,할부,일반,롯데카드,0
202503,신용카드,개인,해외이용금액,현금서비스,현금서비스,롯데카드,1759
202503,신용카드,법인,해외이용금액,일시불,일반,롯데카드,184132
202503,신용카드,법인,해외이용금액,현금서비스,현금서비스,롯데카드,16
202503,직불/체크카드,개인,해외이용금액,일반,일반,롯데카드,1492
202503,직불/체크카드,법인,해외이용금액,일반,일반,롯데카드,0
202503,신용카드,개인,회원수,전체회원수,합계,롯데카드,9556
202503,신용카드,개인,회원수,전체회원수,본인기준회원수,롯데카드,9362
202503,신용카드,개인,회원수,신규회원수(월중),합계,롯데카드,90
202503,신용카드,개인,회원수,신규회원수(월중),본인기준회원수,롯데카드,89
202503,신용카드,개인,회원수,해지회원수(월중),해지회원수(월중),롯데카드,76
202503,신용카드,개인,회원수,전체이용회원수,합계,롯데카드,7116
202503,신용카드,개인,회원수,전체이용회원수,신판이용회원수,롯데카드,7108
202503,신용카드,개인,회원수,사용가능회원수(월말),합계,롯데카드,8676
202503,신용카드,개인,회원수,사용가능회원수(월말),본인기준회원수,롯데카드,8513
202503,신용카드,법인,회원수,신규회원수(월중),신규회원수(월중),롯데카드,0
202503,신용카드,법인,회원수,해지회원수(월중),해지회원수(월중),롯데카드,0
202503,신용카드,법인,회원수,사용가능회원수(월말),사용가능회원수(월말),롯데카드,41
202503,직불/체크카드,개인,회원수,사용가능카드수,사용가능카드수,롯데카드,334
202503,직불/체크카드,개인,회원수,사용불가카드수,사용불가카드수,롯데카드,24
202503,직불/체크카드,개인,회원수,사용가능회원수,사용가능회원수,롯데카드,323
202503,직불/체크카드,개인,회원수,사용불가회원수,사용불가회원수,롯데카드,22
202503,직불/체크카드,개인,회원수,순수보유회원수(월말),순수보유회원수(월말),롯데카드,223
202503,직불/체크카드,법인,회원수,사용가능카드수,사용가능카드수,롯데카드,2
202503,직불/체크카드,법인,회원수,사용불가카드수,사용불가카드수,롯데카드,0
202503,직불/체크카드,법인,회원수,사용가능회원수,사용가능회원수,롯데카드,2
202503,직불/체크카드,법인,회원수,사용불가회원수,사용불가회원수,롯데카드,0
202503,직불/체크카드,법인,회원수,순수보유회원수(월말),순수보유회원수(월말),롯데카드,2
202503,금융자산,금융자산,금융자산,현금서비스잔액,현금서비스잔액,롯데카드,771069
202503,금융자산,금융자산,금융자산,합계,합계,롯데카드,5120923
202503,금융자산,금융자산,금융자산,대환대출잔액,대환대출잔액,롯데카드,118166
202503,금융자산,금융자산,금융자산,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,롯데카드,906491
202503,신용카드,개인,국내이용금액,일시불,일반,비씨카드,3968160
202503,신용카드,개인,국내이용금액,일시불,국세/지방세등,비씨카드,65552
202503,신용카드,개인,국내이용금액,할부,일반,비씨카드,870011
202503,신용카드,개인,국내이용금액,할부,국세/지방세등,비씨카드,96720
202503,신용카드,개인,국내이용금액,현금서비스,현금서비스,비씨카드,257302
202503,신용카드,개인,국내이용금액,카드론,카드론,비씨카드,10377
202503,신용카드,법인,국내이용금액,일시불,일반,비씨카드,5468564
202503,신용카드,법인,국내이용금액,일시불,국세/지방세등,비씨카드,447370
202503,신용카드,법인,국내이용금액,일시불,구매전용,비씨카드,186044
202503,신용카드,법인,국내이용금액,할부,일반,비씨카드,391013
202503,신용카드,법인,국내이용금액,할부,국세/지방세등,비씨카드,327401
202503,신용카드,법인,국내이용금액,할부,구매전용,비씨카드,0
202503,직불/체크카드,개인,국내이용금액,일반,일반,비씨카드,4027518
202503,직불/체크카드,개인,국내이용금액,국세/지방세등,국세/지방세등,비씨카드,26645
202503,직불/체크카드,법인,국내이용금액,일반,일반,비씨카드,1156797
202503,직불/체크카드,법인,국내이용금액,국세/지방세등,국세/지방세등,비씨카드,775065
202503,직불/체크카드,법인,국내이용금액,구매전용,구매전용,비씨카드,0
202503,신용카드,개인,해외이용금액,일시불,일반,비씨카드,93227
202503,신용카드,개인,해외이용금액,할부,일반,비씨카드,0
202503,신용카드,개인,해외이용금액,현금서비스,현금서비스,비씨카드,1716
202503,신용카드,법인,해외이용금액,일시불,일반,비씨카드,294055
202503,신용카드,법인,해외이용금액,현금서비스,현금서비스,비씨카드,748
202503,직불/체크카드,개인,해외이용금액,일반,일반,비씨카드,21870
202503,직불/체크카드,법인,해외이용금액,일반,일반,비씨카드,37461
202503,신용카드,개인,회원수,전체회원수,합계,비씨카드,6415
202503,신용카드,개인,회원수,전체회원수,본인기준회원수,비씨카드,6391
202503,신용카드,개인,회원수,신규회원수(월중),합계,비씨카드,98
202503,신용카드,개인,회원수,신규회원수(월중),본인기준회원수,비씨카드,98
202503,신용카드,개인,회원수,해지회원수(월중),해지회원수(월중),비씨카드,63
202503,신용카드,개인,회원수,전체이용회원수,합계,비씨카드,2667
202503,신용카드,개인,회원수,전체이용회원수,신판이용회원수,비씨카드,2661
202503,신용카드,개인,회원수,사용가능회원수(월말),합계,비씨카드,5999
202503,신용카드,개인,회원수,사용가능회원수(월말),본인기준회원수,비씨카드,5978
202503,신용카드,법인,회원수,신규회원수(월중),신규회원수(월중),비씨카드,9
202503,신용카드,법인,회원수,해지회원수(월중),해지회원수(월중),비씨카드,45
202503,신용카드,법인,회원수,사용가능회원수(월말),사용가능회원수(월말),비씨카드,660
202503,직불/체크카드,개인,회원수,사용가능카드수,사용가능카드수,비씨카드,9256
202503,직불/체크카드,개인,회원수,사용불가카드수,사용불가카드수,비씨카드,951
202503,직불/체크카드,개인,회원수,사용가능회원수,사용가능회원수,비씨카드,7834
202503,직불/체크카드,개인,회원수,사용불가회원수,사용불가회원수,비씨카드,731
202503,직불/체크카드,개인,회원수,순수보유회원수(월말),순수보유회원수(월말),비씨카드,7209
202503,직불/체크카드,법인,회원수,사용가능카드수,사용가능카드수,비씨카드,808
202503,직불/체크카드,법인,회원수,사용불가카드수,사용불가카드수,비씨카드,71
202503,직불/체크카드,법인,회원수,사용가능회원수,사용가능회원수,비씨카드,1139
202503,직불/체크카드,법인,회원수,사용불가회원수,사용불가회원수,비씨카드,173
202503,직불/체크카드,법인,회원수,순수보유회원수(월말),순수보유회원수(월말),비씨카드,494
202503,금융자산,금융자산,금융자산,현금서비스잔액,현금서비스잔액,비씨카드,7166
202503,금융자산,금융자산,금융자산,합계,합계,비씨카드,43670
202503,금융자산,금융자산,금융자산,대환대출잔액,대환대출잔액,비씨카드,1517
202503,금융자산,금융자산,금융자산,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,비씨카드,23545
202503,신용카드,개인,국내이용금액,일시불,일반,비씨카드 기타,10118450
202503,신용카드,개인,국내이용금액,일시불,국세/지방세등,비씨카드 기타,180848
202503,신용카드,개인,국내이용금액,할부,일반,비씨카드 기타,2119451
202503,신용카드,개인,국내이용금액,할부,국세/지방세등,비씨카드 기타,199274
202503,신용카드,개인,국내이용금액,현금서비스,현금서비스,비씨카드 기타,1649068
202503,신용카드,개인,국내이용금액,카드론,카드론,비씨카드 기타,0
202503,신용카드,법인,국내이용금액,일시불,일반,비씨카드 기타,3717517
202503,신용카드,법인,국내이용금액,일시불,국세/지방세등,비씨카드 기타,612752
202503,신용카드,법인,국내이용금액,일시불,구매전용,비씨카드 기타,64199
202503,신용카드,법인,국내이용금액,할부,일반,비씨카드 기타,70487
202503,신용카드,법인,국내이용금액,할부,국세/지방세등,비씨카드 기타,16664
202503,신용카드,법인,국내이용금액,할부,구매전용,비씨카드 기타,0
202503,직불/체크카드,개인,국내이용금액,일반,일반,비씨카드 기타,4354689
202503,직불/체크카드,개인,국내이용금액,국세/지방세등,국세/지방세등,비씨카드 기타,16746
202503,직불/체크카드,법인,국내이용금액,일반,일반,비씨카드 기타,1319221
202503,직불/체크카드,법인,국내이용금액,국세/지방세등,국세/지방세등,비씨카드 기타,107353
202503,직불/체크카드,법인,국내이용금액,구매전용,구매전용,비씨카드 기타,0
202503,신용카드,개인,해외이용금액,일시불,일반,비씨카드 기타,198084
202503,신용카드,개인,해외이용금액,할부,일반,비씨카드 기타,0
202503,신용카드,개인,해외이용금액,현금서비스,현금서비스,비씨카드 기타,2584
202503,신용카드,법인,해외이용금액,일시불,일반,비씨카드 기타,151764
202503,신용카드,법인,해외이용금액,현금서비스,현금서비스,비씨카드 기타,73
202503,직불/체크카드,개인,해외이용금액,일반,일반,비씨카드 기타,46829
202503,직불/체크카드,법인,해외이용금액,일반,일반,비씨카드 기타,18888
202503,신용카드,개인,회원수,전체회원수,합계,비씨카드 기타,9664
202503,신용카드,개인,회원수,전체회원수,본인기준회원수,비씨카드 기타,9594
202503,신용카드,개인,회원수,신규회원수(월중),합계,비씨카드 기타,82
202503,신용카드,개인,회원수,신규회원수(월중),본인기준회원수,비씨카드 기타,81
202503,신용카드,개인,회원수,해지회원수(월중),해지회원수(월중),비씨카드 기타,103
202503,신용카드,개인,회원수,전체이용회원수,합계,비씨카드 기타,6362
202503,신용카드,개인,회원수,전체이용회원수,신판이용회원수,비씨카드 기타,6336
202503,신용카드,개인,회원수,사용가능회원수(월말),합계,비씨카드 기타,9245
202503,신용카드,개인,회원수,사용가능회원수(월말),본인기준회원수,비씨카드 기타,9179
202503,신용카드,법인,회원수,신규회원수(월중),신규회원수(월중),비씨카드 기타,6
202503,신용카드,법인,회원수,해지회원수(월중),해지회원수(월중),비씨카드 기타,20
202503,신용카드,법인,회원수,사용가능회원수(월말),사용가능회원수(월말),비씨카드 기타,512
202503,직불/체크카드,개인,회원수,사용가능카드수,사용가능카드수,비씨카드 기타,12096
202503,직불/체크카드,개인,회원수,사용불가카드수,사용불가카드수,비씨카드 기타,1486
202503,직불/체크카드,개인,회원수,사용가능회원수,사용가능회원수,비씨카드 기타,9900
202503,직불/체크카드,개인,회원수,사용불가회원수,사용불가회원수,비씨카드 기타,748
202503,직불/체크카드,개인,회원수,순수보유회원수(월말),순수보유회원수(월말),비씨카드 기타,7783
202503,직불/체크카드,법인,회원수,사용가능카드수,사용가능카드수,비씨카드 기타,425
202503,직불/체크카드,법인,회원수,사용불가카드수,사용불가카드수,비씨카드 기타,41
202503,직불/체크카드,법인,회원수,사용가능회원수,사용가능회원수,비씨카드 기타,680
202503,직불/체크카드,법인,회원수,사용불가회원수,사용불가회원수,비씨카드 기타,91
202503,직불/체크카드,법인,회원수,순수보유회원수(월말),순수보유회원수(월말),비씨카드 기타,167
202503,금융자산,금융자산,금융자산,현금서비스잔액,현금서비스잔액,비씨카드 기타,0
202503,금융자산,금융자산,금융자산,합계,합계,비씨카드 기타,0
202503,금융자산,금융자산,금융자산,대환대출잔액,대환대출잔액,비씨카드 기타,0
202503,금융자산,금융자산,금융자산,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,비씨카드 기타,0
202503,신용카드,개인,국내이용금액,일시불,일반,삼성카드,23434878
202503,신용카드,개인,국내이용금액,일시불,국세/지방세등,삼성카드,1298200
202503,신용카드,개인,국내이용금액,할부,일반,삼성카드,8795073
202503,신용카드,개인,국내이용금액,할부,국세/지방세등,삼성카드,620300
202503,신용카드,개인,국내이용금액,현금서비스,현금서비스,삼성카드,2187796
202503,신용카드,개인,국내이용금액,카드론,카드론,삼성카드,2172414
202503,신용카드,법인,국내이용금액,일시불,일반,삼성카드,2596441
202503,신용카드,법인,국내이용금액,일시불,국세/지방세등,삼성카드,868286
202503,신용카드,법인,국내이용금액,일시불,구매전용,삼성카드,313345
202503,신용카드,법인,국내이용금액,할부,일반,삼성카드,4107
202503,신용카드,법인,국내이용금액,할부,국세/지방세등,삼성카드,1
202503,신용카드,법인,국내이용금액,할부,구매전용,삼성카드,0
202503,직불/체크카드,개인,국내이용금액,일반,일반,삼성카드,186583
202503,직불/체크카드,개인,국내이용금액,국세/지방세등,국세/지방세등,삼성카드,2112
202503,직불/체크카드,법인,국내이용금액,일반,일반,삼성카드,5668
202503,직불/체크카드,법인,국내이용금액,국세/지방세등,국세/지방세등,삼성카드,9
202503,직불/체크카드,법인,국내이용금액,구매전용,구매전용,삼성카드,0
202503,신용카드,개인,해외이용금액,일시불,일반,삼성카드,596003
202503,신용카드,개인,해외이용금액,할부,일반,삼성카드,44952
202503,신용카드,개인,해외이용금액,현금서비스,현금서비스,삼성카드,4264
202503,신용카드,법인,해외이용금액,일시불,일반,삼성카드,127360
202503,신용카드,법인,해외이용금액,현금서비스,현금서비스,삼성카드,49
202503,직불/체크카드,개인,해외이용금액,일반,일반,삼성카드,849
202503,직불/체크카드,법인,해외이용금액,일반,일반,삼성카드,0
202503,신용카드,개인,회원수,전체회원수,합계,삼성카드,13233
202503,신용카드,개인,회원수,전체회원수,본인기준회원수,삼성카드,13046
202503,신용카드,개인,회원수,신규회원수(월중),합계,삼성카드,123
202503,신용카드,개인,회원수,신규회원수(월중),본인기준회원수,삼성카드,121
202503,신용카드,개인,회원수,해지회원수(월중),해지회원수(월중),삼성카드,92
202503,신용카드,개인,회원수,전체이용회원수,합계,삼성카드,10288
202503,신용카드,개인,회원수,전체이용회원수,신판이용회원수,삼성카드,10278
202503,신용카드,개인,회원수,사용가능회원수(월말),합계,삼성카드,11780
