기준년월,신용체크구분,개인법인구분,대분류,중분류,소분류,구분,value
202202,신용카드,개인,국내이용금액,일시불,일반,롯데카드,6896419
202202,신용카드,개인,국내이용금액,일시불,국세/지방세등,롯데카드,174041
202202,신용카드,개인,국내이용금액,할부,일반,롯데카드,1853435
202202,신용카드,개인,국내이용금액,할부,국세/지방세등,롯데카드,107794
202202,신용카드,개인,국내이용금액,현금서비스,현금서비스,롯데카드,901707
202202,신용카드,개인,국내이용금액,카드론,카드론,롯데카드,830730
202202,신용카드,법인,국내이용금액,일시불,일반,롯데카드,890721
202202,신용카드,법인,국내이용금액,일시불,국세/지방세등,롯데카드,97913
202202,신용카드,법인,국내이용금액,일시불,구매전용,롯데카드,1679261
202202,신용카드,법인,국내이용금액,할부,일반,롯데카드,1970
202202,신용카드,법인,국내이용금액,할부,국세/지방세등,롯데카드,223
202202,신용카드,법인,국내이용금액,할부,구매전용,롯데카드,0
202202,직불/체크카드,개인,국내이용금액,일반,일반,롯데카드,122134
202202,직불/체크카드,개인,국내이용금액,국세/지방세등,국세/지방세등,롯데카드,481
202202,직불/체크카드,법인,국내이용금액,일반,일반,롯데카드,207
202202,직불/체크카드,법인,국내이용금액,국세/지방세등,국세/지방세등,롯데카드,0
202202,직불/체크카드,법인,국내이용금액,구매전용,구매전용,롯데카드,0
202202,신용카드,개인,해외이용금액,일시불,일반,롯데카드,88606
202202,신용카드,개인,해외이용금액,할부,일반,롯데카드,0
202202,신용카드,개인,해외이용금액,현금서비스,현금서비스,롯데카드,764
202202,신용카드,법인,해외이용금액,일시불,일반,롯데카드,62701
202202,신용카드,법인,해외이용금액,현금서비스,현금서비스,롯데카드,3
202202,직불/체크카드,개인,해외이용금액,일반,일반,롯데카드,99
202202,직불/체크카드,법인,해외이용금액,일반,일반,롯데카드,0
202202,신용카드,개인,회원수,전체회원수,합계,롯데카드,8618
202202,신용카드,개인,회원수,전체회원수,본인기준회원수,롯데카드,8288
202202,신용카드,개인,회원수,신규회원수(월중),합계,롯데카드,94
202202,신용카드,개인,회원수,신규회원수(월중),본인기준회원수,롯데카드,94
202202,신용카드,개인,회원수,해지회원수(월중),해지회원수(월중),롯데카드,67
202202,신용카드,개인,회원수,전체이용회원수,합계,롯데카드,5809
202202,신용카드,개인,회원수,전체이용회원수,신판이용회원수,롯데카드,5786
202202,신용카드,개인,회원수,사용가능회원수(월말),합계,롯데카드,7979
202202,신용카드,개인,회원수,사용가능회원수(월말),본인기준회원수,롯데카드,7719
202202,신용카드,법인,회원수,신규회원수(월중),신규회원수(월중),롯데카드,0
202202,신용카드,법인,회원수,해지회원수(월중),해지회원수(월중),롯데카드,0
202202,신용카드,법인,회원수,사용가능회원수(월말),사용가능회원수(월말),롯데카드,33
202202,직불/체크카드,개인,회원수,사용가능카드수,사용가능카드수,롯데카드,605
202202,직불/체크카드,개인,회원수,사용불가카드수,사용불가카드수,롯데카드,39
202202,직불/체크카드,개인,회원수,사용가능회원수,사용가능회원수,롯데카드,585
202202,직불/체크카드,개인,회원수,사용불가회원수,사용불가회원수,롯데카드,35
202202,직불/체크카드,개인,회원수,순수보유회원수(월말),순수보유회원수(월말),롯데카드,621
202202,직불/체크카드,법인,회원수,사용가능카드수,사용가능카드수,롯데카드,2
202202,직불/체크카드,법인,회원수,사용불가카드수,사용불가카드수,롯데카드,0
202202,직불/체크카드,법인,회원수,사용가능회원수,사용가능회원수,롯데카드,2
202202,직불/체크카드,법인,회원수,사용불가회원수,사용불가회원수,롯데카드,0
202202,직불/체크카드,법인,회원수,순수보유회원수(월말),순수보유회원수(월말),롯데카드,3
202202,금융자산,금융자산,금융자산,현금서비스잔액,현금서비스잔액,롯데카드,674839
202202,금융자산,금융자산,금융자산,합계,합계,롯데카드,3799843
202202,금융자산,금융자산,금융자산,대환대출잔액,대환대출잔액,롯데카드,19172
202202,금융자산,금융자산,금융자산,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,롯데카드,786204
202202,신용카드,개인,국내이용금액,일시불,일반,비씨카드,2019262
202202,신용카드,개인,국내이용금액,일시불,국세/지방세등,비씨카드,35609
202202,신용카드,개인,국내이용금액,할부,일반,비씨카드,457598
202202,신용카드,개인,국내이용금액,할부,국세/지방세등,비씨카드,53095
202202,신용카드,개인,국내이용금액,현금서비스,현금서비스,비씨카드,168035
202202,신용카드,개인,국내이용금액,카드론,카드론,비씨카드,52
202202,신용카드,법인,국내이용금액,일시불,일반,비씨카드,3059636
202202,신용카드,법인,국내이용금액,일시불,국세/지방세등,비씨카드,224956
202202,신용카드,법인,국내이용금액,일시불,구매전용,비씨카드,123629
202202,신용카드,법인,국내이용금액,할부,일반,비씨카드,247697
202202,신용카드,법인,국내이용금액,할부,국세/지방세등,비씨카드,247142
202202,신용카드,법인,국내이용금액,할부,구매전용,비씨카드,2938
