기준년월,신용체크구분,개인법인구분,대분류,중분류,소분류,구분,value
202303,신용카드,개인,국내이용금액,일시불,일반,롯데카드,11845220
202303,신용카드,개인,국내이용금액,일시불,국세/지방세등,롯데카드,277555
202303,신용카드,개인,국내이용금액,할부,일반,롯데카드,3454162
202303,신용카드,개인,국내이용금액,할부,국세/지방세등,롯데카드,174322
202303,신용카드,개인,국내이용금액,현금서비스,현금서비스,롯데카드,1480417
202303,신용카드,개인,국내이용금액,카드론,카드론,롯데카드,1242872
202303,신용카드,법인,국내이용금액,일시불,일반,롯데카드,1553847
202303,신용카드,법인,국내이용금액,일시불,국세/지방세등,롯데카드,168854
202303,신용카드,법인,국내이용금액,일시불,구매전용,롯데카드,2837367
202303,신용카드,법인,국내이용금액,할부,일반,롯데카드,2820
202303,신용카드,법인,국내이용금액,할부,국세/지방세등,롯데카드,302
202303,신용카드,법인,국내이용금액,할부,구매전용,롯데카드,0
202303,직불/체크카드,개인,국내이용금액,일반,일반,롯데카드,223205
202303,직불/체크카드,개인,국내이용금액,국세/지방세등,국세/지방세등,롯데카드,417
202303,직불/체크카드,법인,국내이용금액,일반,일반,롯데카드,311
202303,직불/체크카드,법인,국내이용금액,국세/지방세등,국세/지방세등,롯데카드,0
202303,직불/체크카드,법인,국내이용금액,구매전용,구매전용,롯데카드,0
202303,신용카드,개인,해외이용금액,일시불,일반,롯데카드,224969
202303,신용카드,개인,해외이용금액,할부,일반,롯데카드,0
202303,신용카드,개인,해외이용금액,현금서비스,현금서비스,롯데카드,1844
202303,신용카드,법인,해외이용금액,일시불,일반,롯데카드,141118
202303,신용카드,법인,해외이용금액,현금서비스,현금서비스,롯데카드,17
202303,직불/체크카드,개인,해외이용금액,일반,일반,롯데카드,561
202303,직불/체크카드,법인,해외이용금액,일반,일반,롯데카드,0
202303,신용카드,개인,회원수,전체회원수,합계,롯데카드,9079
202303,신용카드,개인,회원수,전체회원수,본인기준회원수,롯데카드,8799
202303,신용카드,개인,회원수,신규회원수(월중),합계,롯데카드,113
