기준년월,신용체크구분,개인법인구분,대분류,중분류,소분류,구분,value
202410,신용카드,개인,국내이용금액,일시불,일반,롯데카드,44518252
202410,신용카드,개인,국내이용금액,일시불,국세/지방세등,롯데카드,2272396
202410,신용카드,개인,국내이용금액,할부,일반,롯데카드,13153856
202410,신용카드,개인,국내이용금액,할부,국세/지방세등,롯데카드,721968
202410,신용카드,개인,국내이용금액,현금서비스,현금서비스,롯데카드,5273813
202410,신용카드,개인,국내이용금액,카드론,카드론,롯데카드,5079822
202410,신용카드,법인,국내이용금액,일시불,일반,롯데카드,5954346
202410,신용카드,법인,국내이용금액,일시불,국세/지방세등,롯데카드,1554717
202410,신용카드,법인,국내이용금액,일시불,구매전용,롯데카드,11344489
202410,신용카드,법인,국내이용금액,할부,일반,롯데카드,7479
202410,신용카드,법인,국내이용금액,할부,국세/지방세등,롯데카드,71859
202410,신용카드,법인,국내이용금액,할부,구매전용,롯데카드,0
202410,직불/체크카드,개인,국내이용금액,일반,일반,롯데카드,815420
202410,직불/체크카드,개인,국내이용금액,국세/지방세등,국세/지방세등,롯데카드,4527
202410,직불/체크카드,법인,국내이용금액,일반,일반,롯데카드,803
202410,직불/체크카드,법인,국내이용금액,국세/지방세등,국세/지방세등,롯데카드,0
202410,직불/체크카드,법인,국내이용금액,구매전용,구매전용,롯데카드,0
202410,신용카드,개인,해외이용금액,일시불,일반,롯데카드,873894
202410,신용카드,개인,해외이용금액,할부,일반,롯데카드,0
202410,신용카드,개인,해외이용금액,현금서비스,현금서비스,롯데카드,5838
202410,신용카드,법인,해외이용금액,일시불,일반,롯데카드,565893
202410,신용카드,법인,해외이용금액,현금서비스,현금서비스,롯데카드,55
202410,직불/체크카드,개인,해외이용금액,일반,일반,롯데카드,7665
202410,직불/체크카드,법인,해외이용금액,일반,일반,롯데카드,0
202410,신용카드,개인,회원수,전체회원수,합계,롯데카드,9523
202410,신용카드,개인,회원수,전체회원수,본인기준회원수,롯데카드,9320
202410,신용카드,개인,회원수,신규회원수(월중),합계,롯데카드,87
202410,신용카드,개인,회원수,신규회원수(월중),본인기준회원수,롯데카드,87
202410,신용카드,개인,회원수,해지회원수(월중),해지회원수(월중),롯데카드,79
202410,신용카드,개인,회원수,전체이용회원수,합계,롯데카드,7059
202410,신용카드,개인,회원수,전체이용회원수,신판이용회원수,롯데카드,7051
202410,신용카드,개인,회원수,사용가능회원수(월말),합계,롯데카드,8656
202410,신용카드,개인,회원수,사용가능회원수(월말),본인기준회원수,롯데카드,8489
202410,신용카드,법인,회원수,신규회원수(월중),신규회원수(월중),롯데카드,0
202410,신용카드,법인,회원수,해지회원수(월중),해지회원수(월중),롯데카드,0
202410,신용카드,법인,회원수,사용가능회원수(월말),사용가능회원수(월말),롯데카드,39
202410,직불/체크카드,개인,회원수,사용가능카드수,사용가능카드수,롯데카드,355
202410,직불/체크카드,개인,회원수,사용불가카드수,사용불가카드수,롯데카드,27
202410,직불/체크카드,개인,회원수,사용가능회원수,사용가능회원수,롯데카드,343
202410,직불/체크카드,개인,회원수,사용불가회원수,사용불가회원수,롯데카드,24
202410,직불/체크카드,개인,회원수,순수보유회원수(월말),순수보유회원수(월말),롯데카드,239
202410,직불/체크카드,법인,회원수,사용가능카드수,사용가능카드수,롯데카드,2
202410,직불/체크카드,법인,회원수,사용불가카드수,사용불가카드수,롯데카드,0
202410,직불/체크카드,법인,회원수,사용가능회원수,사용가능회원수,롯데카드,2
202410,직불/체크카드,법인,회원수,사용불가회원수,사용불가회원수,롯데카드,0
202410,직불/체크카드,법인,회원수,순수보유회원수(월말),순수보유회원수(월말),롯데카드,2
202410,금융자산,금융자산,금융자산,현금서비스잔액,현금서비스잔액,롯데카드,804815
202410,금융자산,금융자산,금융자산,합계,합계,롯데카드,5416766
202410,금융자산,금융자산,금융자산,대환대출잔액,대환대출잔액,롯데카드,195577
202410,금융자산,금융자산,금융자산,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,롯데카드,959351
202410,신용카드,개인,국내이용금액,일시불,일반,비씨카드,12930362
202410,신용카드,개인,국내이용금액,일시불,국세/지방세등,비씨카드,222550
202410,신용카드,개인,국내이용금액,할부,일반,비씨카드,3013482
202410,신용카드,개인,국내이용금액,할부,국세/지방세등,비씨카드,428693
202410,신용카드,개인,국내이용금액,현금서비스,현금서비스,비씨카드,904196
202410,신용카드,개인,국내이용금액,카드론,카드론,비씨카드,45249
202410,신용카드,법인,국내이용금액,일시불,일반,비씨카드,18427851
202410,신용카드,법인,국내이용금액,일시불,국세/지방세등,비씨카드,1715633
202410,신용카드,법인,국내이용금액,일시불,구매전용,비씨카드,635488
202410,신용카드,법인,국내이용금액,할부,일반,비씨카드,1284479
202410,신용카드,법인,국내이용금액,할부,국세/지방세등,비씨카드,1342479
202410,신용카드,법인,국내이용금액,할부,구매전용,비씨카드,46
202410,직불/체크카드,개인,국내이용금액,일반,일반,비씨카드,14303191
202410,직불/체크카드,개인,국내이용금액,국세/지방세등,국세/지방세등,비씨카드,105943
202410,직불/체크카드,법인,국내이용금액,일반,일반,비씨카드,3977285
202410,직불/체크카드,법인,국내이용금액,국세/지방세등,국세/지방세등,비씨카드,3468229
202410,직불/체크카드,법인,국내이용금액,구매전용,구매전용,비씨카드,0
