기준년월,신용체크구분,개인법인구분,대분류,중분류,소분류,구분,value
202302,신용카드,개인,국내이용금액,일시불,일반,롯데카드,7636014
202302,신용카드,개인,국내이용금액,일시불,국세/지방세등,롯데카드,204380
202302,신용카드,개인,국내이용금액,할부,일반,롯데카드,2210152
202302,신용카드,개인,국내이용금액,할부,국세/지방세등,롯데카드,127818
202302,신용카드,개인,국내이용금액,현금서비스,현금서비스,롯데카드,957955
202302,신용카드,개인,국내이용금액,카드론,카드론,롯데카드,776708
202302,신용카드,법인,국내이용금액,일시불,일반,롯데카드,1007194
202302,신용카드,법인,국내이용금액,일시불,국세/지방세등,롯데카드,131094
202302,신용카드,법인,국내이용금액,일시불,구매전용,롯데카드,1896286
202302,신용카드,법인,국내이용금액,할부,일반,롯데카드,1817
202302,신용카드,법인,국내이용금액,할부,국세/지방세등,롯데카드,228
202302,신용카드,법인,국내이용금액,할부,구매전용,롯데카드,0
202302,직불/체크카드,개인,국내이용금액,일반,일반,롯데카드,143942
202302,직불/체크카드,개인,국내이용금액,국세/지방세등,국세/지방세등,롯데카드,338
202302,직불/체크카드,법인,국내이용금액,일반,일반,롯데카드,206
202302,직불/체크카드,법인,국내이용금액,국세/지방세등,국세/지방세등,롯데카드,0
202302,직불/체크카드,법인,국내이용금액,구매전용,구매전용,롯데카드,0
202302,신용카드,개인,해외이용금액,일시불,일반,롯데카드,152381
202302,신용카드,개인,해외이용금액,할부,일반,롯데카드,0
202302,신용카드,개인,해외이용금액,현금서비스,현금서비스,롯데카드,1267
202302,신용카드,법인,해외이용금액,일시불,일반,롯데카드,90865
202302,신용카드,법인,해외이용금액,현금서비스,현금서비스,롯데카드,12
202302,직불/체크카드,개인,해외이용금액,일반,일반,롯데카드,355
202302,직불/체크카드,법인,해외이용금액,일반,일반,롯데카드,0
202302,신용카드,개인,회원수,전체회원수,합계,롯데카드,9045
202302,신용카드,개인,회원수,전체회원수,본인기준회원수,롯데카드,8762
202302,신용카드,개인,회원수,신규회원수(월중),합계,롯데카드,117
202302,신용카드,개인,회원수,신규회원수(월중),본인기준회원수,롯데카드,117
202302,신용카드,개인,회원수,해지회원수(월중),해지회원수(월중),롯데카드,78
202302,신용카드,개인,회원수,전체이용회원수,합계,롯데카드,6184
202302,신용카드,개인,회원수,전체이용회원수,신판이용회원수,롯데카드,6161
202302,신용카드,개인,회원수,사용가능회원수(월말),합계,롯데카드,8299
202302,신용카드,개인,회원수,사용가능회원수(월말),본인기준회원수,롯데카드,8078
202302,신용카드,법인,회원수,신규회원수(월중),신규회원수(월중),롯데카드,0
202302,신용카드,법인,회원수,해지회원수(월중),해지회원수(월중),롯데카드,0
202302,신용카드,법인,회원수,사용가능회원수(월말),사용가능회원수(월말),롯데카드,34
202302,직불/체크카드,개인,회원수,사용가능카드수,사용가능카드수,롯데카드,486
202302,직불/체크카드,개인,회원수,사용불가카드수,사용불가카드수,롯데카드,33
202302,직불/체크카드,개인,회원수,사용가능회원수,사용가능회원수,롯데카드,471
202302,직불/체크카드,개인,회원수,사용불가회원수,사용불가회원수,롯데카드,30
202302,직불/체크카드,개인,회원수,순수보유회원수(월말),순수보유회원수(월말),롯데카드,345
202302,직불/체크카드,법인,회원수,사용가능카드수,사용가능카드수,롯데카드,2
202302,직불/체크카드,법인,회원수,사용불가카드수,사용불가카드수,롯데카드,0
202302,직불/체크카드,법인,회원수,사용가능회원수,사용가능회원수,롯데카드,2
202302,직불/체크카드,법인,회원수,사용불가회원수,사용불가회원수,롯데카드,0
202302,직불/체크카드,법인,회원수,순수보유회원수(월말),순수보유회원수(월말),롯데카드,3
202302,금융자산,금융자산,금융자산,현금서비스잔액,현금서비스잔액,롯데카드,732932
202302,금융자산,금융자산,금융자산,합계,합계,롯데카드,3974172
202302,금융자산,금융자산,금융자산,대환대출잔액,대환대출잔액,롯데카드,56006
202302,금융자산,금융자산,금융자산,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,롯데카드,1025936
202302,신용카드,개인,국내이용금액,일시불,일반,비씨카드,2262699
202302,신용카드,개인,국내이용금액,일시불,국세/지방세등,비씨카드,33394
202302,신용카드,개인,국내이용금액,할부,일반,비씨카드,511168
202302,신용카드,개인,국내이용금액,할부,국세/지방세등,비씨카드,58722
202302,신용카드,개인,국내이용금액,현금서비스,현금서비스,비씨카드,171109
202302,신용카드,개인,국내이용금액,카드론,카드론,비씨카드,3782
202302,신용카드,법인,국내이용금액,일시불,일반,비씨카드,3318824
202302,신용카드,법인,국내이용금액,일시불,국세/지방세등,비씨카드,271596
202302,신용카드,법인,국내이용금액,일시불,구매전용,비씨카드,89396
202302,신용카드,법인,국내이용금액,할부,일반,비씨카드,236325
202302,신용카드,법인,국내이용금액,할부,국세/지방세등,비씨카드,244419
202302,신용카드,법인,국내이용금액,할부,구매전용,비씨카드,3713
202302,직불/체크카드,개인,국내이용금액,일반,일반,비씨카드,2852071
202302,직불/체크카드,개인,국내이용금액,국세/지방세등,국세/지방세등,비씨카드,17811
202302,직불/체크카드,법인,국내이용금액,일반,일반,비씨카드,662912
202302,직불/체크카드,법인,국내이용금액,국세/지방세등,국세/지방세등,비씨카드,311939
202302,직불/체크카드,법인,국내이용금액,구매전용,구매전용,비씨카드,0
202302,신용카드,개인,해외이용금액,일시불,일반,비씨카드,61346
202302,신용카드,개인,해외이용금액,할부,일반,비씨카드,0
202302,신용카드,개인,해외이용금액,현금서비스,현금서비스,비씨카드,1185
202302,신용카드,법인,해외이용금액,일시불,일반,비씨카드,139529
202302,신용카드,법인,해외이용금액,현금서비스,현금서비스,비씨카드,811
202302,직불/체크카드,개인,해외이용금액,일반,일반,비씨카드,15770
202302,직불/체크카드,법인,해외이용금액,일반,일반,비씨카드,25562
202302,신용카드,개인,회원수,전체회원수,합계,비씨카드,5007
202302,신용카드,개인,회원수,전체회원수,본인기준회원수,비씨카드,4984
202302,신용카드,개인,회원수,신규회원수(월중),합계,비씨카드,98
202302,신용카드,개인,회원수,신규회원수(월중),본인기준회원수,비씨카드,98
202302,신용카드,개인,회원수,해지회원수(월중),해지회원수(월중),비씨카드,59
202302,신용카드,개인,회원수,전체이용회원수,합계,비씨카드,2529
202302,신용카드,개인,회원수,전체이용회원수,신판이용회원수,비씨카드,2519
202302,신용카드,개인,회원수,사용가능회원수(월말),합계,비씨카드,4737
202302,신용카드,개인,회원수,사용가능회원수(월말),본인기준회원수,비씨카드,4715
202302,신용카드,법인,회원수,신규회원수(월중),신규회원수(월중),비씨카드,8
202302,신용카드,법인,회원수,해지회원수(월중),해지회원수(월중),비씨카드,11
202302,신용카드,법인,회원수,사용가능회원수(월말),사용가능회원수(월말),비씨카드,766
202302,직불/체크카드,개인,회원수,사용가능카드수,사용가능카드수,비씨카드,10316
202302,직불/체크카드,개인,회원수,사용불가카드수,사용불가카드수,비씨카드,1017
202302,직불/체크카드,개인,회원수,사용가능회원수,사용가능회원수,비씨카드,8742
202302,직불/체크카드,개인,회원수,사용불가회원수,사용불가회원수,비씨카드,758
202302,직불/체크카드,개인,회원수,순수보유회원수(월말),순수보유회원수(월말),비씨카드,7952
202302,직불/체크카드,법인,회원수,사용가능카드수,사용가능카드수,비씨카드,874
202302,직불/체크카드,법인,회원수,사용불가카드수,사용불가카드수,비씨카드,62
202302,직불/체크카드,법인,회원수,사용가능회원수,사용가능회원수,비씨카드,1315
202302,직불/체크카드,법인,회원수,사용불가회원수,사용불가회원수,비씨카드,189
202302,직불/체크카드,법인,회원수,순수보유회원수(월말),순수보유회원수(월말),비씨카드,559
202302,금융자산,금융자산,금융자산,현금서비스잔액,현금서비스잔액,비씨카드,1736
202302,금융자산,금융자산,금융자산,합계,합계,비씨카드,6797
202302,금융자산,금융자산,금융자산,대환대출잔액,대환대출잔액,비씨카드,0
202302,금융자산,금융자산,금융자산,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,비씨카드,4873
202302,신용카드,개인,국내이용금액,일시불,일반,비씨카드 기타,7747296
202302,신용카드,개인,국내이용금액,일시불,국세/지방세등,비씨카드 기타,137790
202302,신용카드,개인,국내이용금액,할부,일반,비씨카드 기타,1671035
202302,신용카드,개인,국내이용금액,할부,국세/지방세등,비씨카드 기타,225060
202302,신용카드,개인,국내이용금액,현금서비스,현금서비스,비씨카드 기타,1060335
202302,신용카드,개인,국내이용금액,카드론,카드론,비씨카드 기타,0
202302,신용카드,법인,국내이용금액,일시불,일반,비씨카드 기타,3541067
202302,신용카드,법인,국내이용금액,일시불,국세/지방세등,비씨카드 기타,506369
