기준년월,신용체크구분,개인법인구분,대분류,중분류,소분류,구분,value
202205,신용카드,개인,국내이용금액,일시불,일반,롯데카드,18436299
202205,신용카드,개인,국내이용금액,일시불,국세/지방세등,롯데카드,377382
202205,신용카드,개인,국내이용금액,할부,일반,롯데카드,4982111
202205,신용카드,개인,국내이용금액,할부,국세/지방세등,롯데카드,238988
202205,신용카드,개인,국내이용금액,현금서비스,현금서비스,롯데카드,2307597
202205,신용카드,개인,국내이용금액,카드론,카드론,롯데카드,2105459
202205,신용카드,법인,국내이용금액,일시불,일반,롯데카드,2428211
202205,신용카드,법인,국내이용금액,일시불,국세/지방세등,롯데카드,442939
202205,신용카드,법인,국내이용금액,일시불,구매전용,롯데카드,4293047
202205,신용카드,법인,국내이용금액,할부,일반,롯데카드,5025
202205,신용카드,법인,국내이용금액,할부,국세/지방세등,롯데카드,52925
202205,신용카드,법인,국내이용금액,할부,구매전용,롯데카드,0
202205,직불/체크카드,개인,국내이용금액,일반,일반,롯데카드,321157
202205,직불/체크카드,개인,국내이용금액,국세/지방세등,국세/지방세등,롯데카드,764
202205,직불/체크카드,법인,국내이용금액,일반,일반,롯데카드,563
202205,직불/체크카드,법인,국내이용금액,국세/지방세등,국세/지방세등,롯데카드,0
202205,직불/체크카드,법인,국내이용금액,구매전용,구매전용,롯데카드,0
202205,신용카드,개인,해외이용금액,일시불,일반,롯데카드,251819
202205,신용카드,개인,해외이용금액,할부,일반,롯데카드,0
202205,신용카드,개인,해외이용금액,현금서비스,현금서비스,롯데카드,2146
202205,신용카드,법인,해외이용금액,일시불,일반,롯데카드,174423
202205,신용카드,법인,해외이용금액,현금서비스,현금서비스,롯데카드,8
202205,직불/체크카드,개인,해외이용금액,일반,일반,롯데카드,352
202205,직불/체크카드,법인,해외이용금액,일반,일반,롯데카드,0
202205,신용카드,개인,회원수,전체회원수,합계,롯데카드,8713
202205,신용카드,개인,회원수,전체회원수,본인기준회원수,롯데카드,8395
202205,신용카드,개인,회원수,신규회원수(월중),합계,롯데카드,100
202205,신용카드,개인,회원수,신규회원수(월중),본인기준회원수,롯데카드,100
202205,신용카드,개인,회원수,해지회원수(월중),해지회원수(월중),롯데카드,62
202205,신용카드,개인,회원수,전체이용회원수,합계,롯데카드,6082
202205,신용카드,개인,회원수,전체이용회원수,신판이용회원수,롯데카드,6061
202205,신용카드,개인,회원수,사용가능회원수(월말),합계,롯데카드,8058
202205,신용카드,개인,회원수,사용가능회원수(월말),본인기준회원수,롯데카드,7808
202205,신용카드,법인,회원수,신규회원수(월중),신규회원수(월중),롯데카드,0
202205,신용카드,법인,회원수,해지회원수(월중),해지회원수(월중),롯데카드,0
202205,신용카드,법인,회원수,사용가능회원수(월말),사용가능회원수(월말),롯데카드,34
202205,직불/체크카드,개인,회원수,사용가능카드수,사용가능카드수,롯데카드,572
202205,직불/체크카드,개인,회원수,사용불가카드수,사용불가카드수,롯데카드,36
202205,직불/체크카드,개인,회원수,사용가능회원수,사용가능회원수,롯데카드,553
202205,직불/체크카드,개인,회원수,사용불가회원수,사용불가회원수,롯데카드,33
202205,직불/체크카드,개인,회원수,순수보유회원수(월말),순수보유회원수(월말),롯데카드,415
202205,직불/체크카드,법인,회원수,사용가능카드수,사용가능카드수,롯데카드,2
202205,직불/체크카드,법인,회원수,사용불가카드수,사용불가카드수,롯데카드,0
202205,직불/체크카드,법인,회원수,사용가능회원수,사용가능회원수,롯데카드,2
202205,직불/체크카드,법인,회원수,사용불가회원수,사용불가회원수,롯데카드,0
202205,직불/체크카드,법인,회원수,순수보유회원수(월말),순수보유회원수(월말),롯데카드,3
202205,금융자산,금융자산,금융자산,현금서비스잔액,현금서비스잔액,롯데카드,677295
202205,금융자산,금융자산,금융자산,합계,합계,롯데카드,3861002
202205,금융자산,금융자산,금융자산,대환대출잔액,대환대출잔액,롯데카드,17747
202205,금융자산,금융자산,금융자산,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,롯데카드,801315
202205,신용카드,개인,국내이용금액,일시불,일반,비씨카드,5460637
202205,신용카드,개인,국내이용금액,일시불,국세/지방세등,비씨카드,72214
202205,신용카드,개인,국내이용금액,할부,일반,비씨카드,1207778
202205,신용카드,개인,국내이용금액,할부,국세/지방세등,비씨카드,113158
202205,신용카드,개인,국내이용금액,현금서비스,현금서비스,비씨카드,422866
202205,신용카드,개인,국내이용금액,카드론,카드론,비씨카드,306
202205,신용카드,법인,국내이용금액,일시불,일반,비씨카드,8079805
202205,신용카드,법인,국내이용금액,일시불,국세/지방세등,비씨카드,652726
202205,신용카드,법인,국내이용금액,일시불,구매전용,비씨카드,269418
202205,신용카드,법인,국내이용금액,할부,일반,비씨카드,651984
202205,신용카드,법인,국내이용금액,할부,국세/지방세등,비씨카드,689735
202205,신용카드,법인,국내이용금액,할부,구매전용,비씨카드,8232
202205,직불/체크카드,개인,국내이용금액,일반,일반,비씨카드,7147446
202205,직불/체크카드,개인,국내이용금액,국세/지방세등,국세/지방세등,비씨카드,39967
202205,직불/체크카드,법인,국내이용금액,일반,일반,비씨카드,1611482
202205,직불/체크카드,법인,국내이용금액,국세/지방세등,국세/지방세등,비씨카드,1425391
202205,직불/체크카드,법인,국내이용금액,구매전용,구매전용,비씨카드,0
202205,신용카드,개인,해외이용금액,일시불,일반,비씨카드,100069
202205,신용카드,개인,해외이용금액,할부,일반,비씨카드,0
202205,신용카드,개인,해외이용금액,현금서비스,현금서비스,비씨카드,1956
202205,신용카드,법인,해외이용금액,일시불,일반,비씨카드,286394
202205,신용카드,법인,해외이용금액,현금서비스,현금서비스,비씨카드,1458
202205,직불/체크카드,개인,해외이용금액,일반,일반,비씨카드,31397
202205,직불/체크카드,법인,해외이용금액,일반,일반,비씨카드,71526
202205,신용카드,개인,회원수,전체회원수,합계,비씨카드,4727
202205,신용카드,개인,회원수,전체회원수,본인기준회원수,비씨카드,4702
202205,신용카드,개인,회원수,신규회원수(월중),합계,비씨카드,80
202205,신용카드,개인,회원수,신규회원수(월중),본인기준회원수,비씨카드,80
202205,신용카드,개인,회원수,해지회원수(월중),해지회원수(월중),비씨카드,35
202205,신용카드,개인,회원수,전체이용회원수,합계,비씨카드,2538
202205,신용카드,개인,회원수,전체이용회원수,신판이용회원수,비씨카드,2529
202205,신용카드,개인,회원수,사용가능회원수(월말),합계,비씨카드,4487
202205,신용카드,개인,회원수,사용가능회원수(월말),본인기준회원수,비씨카드,4465
202205,신용카드,법인,회원수,신규회원수(월중),신규회원수(월중),비씨카드,8
202205,신용카드,법인,회원수,해지회원수(월중),해지회원수(월중),비씨카드,9
202205,신용카드,법인,회원수,사용가능회원수(월말),사용가능회원수(월말),비씨카드,797
202205,직불/체크카드,개인,회원수,사용가능카드수,사용가능카드수,비씨카드,10912
202205,직불/체크카드,개인,회원수,사용불가카드수,사용불가카드수,비씨카드,1106
202205,직불/체크카드,개인,회원수,사용가능회원수,사용가능회원수,비씨카드,9221
