기준년월,신용체크구분,개인법인구분,대분류,중분류,소분류,구분,value
202409,신용카드,개인,국내이용금액,일시불,일반,롯데카드,39969843
202409,신용카드,개인,국내이용금액,일시불,국세/지방세등,롯데카드,2019575
202409,신용카드,개인,국내이용금액,할부,일반,롯데카드,11805262
202409,신용카드,개인,국내이용금액,할부,국세/지방세등,롯데카드,623740
202409,신용카드,개인,국내이용금액,현금서비스,현금서비스,롯데카드,4709727
202409,신용카드,개인,국내이용금액,카드론,카드론,롯데카드,4618003
202409,신용카드,법인,국내이용금액,일시불,일반,롯데카드,5370468
202409,신용카드,법인,국내이용금액,일시불,국세/지방세등,롯데카드,1334843
202409,신용카드,법인,국내이용금액,일시불,구매전용,롯데카드,10166913
202409,신용카드,법인,국내이용금액,할부,일반,롯데카드,6830
202409,신용카드,법인,국내이용금액,할부,국세/지방세등,롯데카드,71629
202409,신용카드,법인,국내이용금액,할부,구매전용,롯데카드,0
202409,직불/체크카드,개인,국내이용금액,일반,일반,롯데카드,762981
202409,직불/체크카드,개인,국내이용금액,국세/지방세등,국세/지방세등,롯데카드,3909
202409,직불/체크카드,법인,국내이용금액,일반,일반,롯데카드,727
202409,직불/체크카드,법인,국내이용금액,국세/지방세등,국세/지방세등,롯데카드,0
202409,직불/체크카드,법인,국내이용금액,구매전용,구매전용,롯데카드,0
202409,신용카드,개인,해외이용금액,일시불,일반,롯데카드,778487
202409,신용카드,개인,해외이용금액,할부,일반,롯데카드,0
202409,신용카드,개인,해외이용금액,현금서비스,현금서비스,롯데카드,5302
202409,신용카드,법인,해외이용금액,일시불,일반,롯데카드,502293
202409,신용카드,법인,해외이용금액,현금서비스,현금서비스,롯데카드,48
202409,직불/체크카드,개인,해외이용금액,일반,일반,롯데카드,7204
202409,직불/체크카드,법인,해외이용금액,일반,일반,롯데카드,0
202409,신용카드,개인,회원수,전체회원수,합계,롯데카드,9515
202409,신용카드,개인,회원수,전체회원수,본인기준회원수,롯데카드,9310
202409,신용카드,개인,회원수,신규회원수(월중),합계,롯데카드,92
202409,신용카드,개인,회원수,신규회원수(월중),본인기준회원수,롯데카드,92
202409,신용카드,개인,회원수,해지회원수(월중),해지회원수(월중),롯데카드,83
