대분류,신용체크구분,개인법인구분,중분류,소분류,롯데카드,비씨카드,비씨카드 기타,삼성카드,신한카드,우리카드,하나카드,현대카드,KB국민카드,NH농협카드,합계,기준년월
회원수,직불/체크카드,법인,사용가능회원수,사용가능회원수,2,1329,718,1,140,116,105,9,401,0,-,202212
회원수,직불/체크카드,법인,사용불가회원수,사용불가회원수,0,184,81,0,82,2,4,2,20,0,-,202212
회원수,직불/체크카드,법인,순수보유회원수(월말),순수보유회원수(월말),3,561,189,1,163,107,59,8,318,0,-,202212
금융자산,,,현금서비스잔액,현금서비스잔액,773399,1437,0,1202954,1793275,636247,426044,463665,1237448,432585,6967054,202212
금융자산,,,합계,합계,3837316,4284,0,5698695,7937091,2652773,2681653,4583766,6249093,2674389,36319060,202212
금융자산,,,대환대출잔액,대환대출잔액,36771,0,0,78989,306419,133933,70918,148525,252098,18432,1046085,202212
금융자산,,,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,982181,3423,0,1239744,1496494,443727,438453,1264479,1397031,91869,7357401,202212
국내이용금액,신용카드,개인,일시불,일반,22232510,6619512,22183481,38156371,45718539,16131181,14525931,38879635,36334496,18373934,236972109,202206
국내이용금액,신용카드,개인,일시불,국세/지방세등,471270,88755,346804,3157324,5130236,293552,235013,423577,3157510,201643,13158880,202206
국내이용금액,신용카드,개인,할부,일반,6001757,1493892,5033241,15084362,11916731,4210157,2781776,10424281,9459830,4320293,65693079,202206
국내이용금액,신용카드,개인,할부,국세/지방세등,281275,134784,571832,1422116,1073061,475676,288755,858660,816427,323468,5674222,202206
국내이용금액,신용카드,개인,현금서비스,현금서비스,2770881,504029,3719218,4670173,6573457,2937632,1499206,2609166,4613889,1654160,27832593,202206
국내이용금액,신용카드,개인,카드론,카드론,2564248,651,0,4681185,5577241,1859242,1242091,3659324,3983788,1690701,25258471,202206
국내이용금액,신용카드,법인,일시불,일반,2956696,9846357,10796549,5094601,6619002,5446098,4446671,4517079,6937006,6187325,52050835,202206
국내이용금액,신용카드,법인,일시불,국세/지방세등,482132,777771,2198640,2973799,428447,1922818,3524270,3084734,3813778,321634,17329383,202206
국내이용금액,신용카드,법인,일시불,구매전용,5343921,310327,125010,2674228,1617548,2473160,645080,3548325,0,124991,16737580,202206
국내이용금액,신용카드,법인,할부,일반,5932,778655,192039,22399,13215,91177,90879,4794,88177,390635,1485863,202206
국내이용금액,신용카드,법인,할부,국세/지방세등,53010,781558,37109,26,0,20109,105454,4007,18878,104474,1087516,202206
국내이용금액,신용카드,법인,할부,구매전용,0,11313,2417,0,0,0,0,2637,0,0,13950,202206
국내이용금액,직불/체크카드,개인,일반,일반,385349,8679330,11238916,454725,11581747,8095189,5173708,183498,14115498,22935695,71604739,202206
국내이용금액,직불/체크카드,개인,국세/지방세등,국세/지방세등,869,47237,40000,2444,691423,30213,17863,379,732256,110510,1633194,202206
국내이용금액,직불/체크카드,법인,일반,일반,684,1972113,2526394,13353,1666607,2113301,1233111,100320,2289660,3147967,12537116,202206
국내이용금액,직불/체크카드,법인,국세/지방세등,국세/지방세등,0,1646870,411272,44,9303,171643,376224,434,265706,140221,2610445,202206
국내이용금액,직불/체크카드,법인,구매전용,구매전용,0,0,0,0,337620,0,0,1199,0,0,338819,202206
해외이용금액,신용카드,개인,일시불,일반,310645,124826,377252,759629,702708,321369,343077,584667,657773,146711,3951405,202206
해외이용금액,신용카드,개인,할부,일반,0,0,0,51327,39334,0,0,52661,0,0,143322,202206
해외이용금액,신용카드,개인,현금서비스,현금서비스,2731,2385,6412,6424,8852,5638,5155,4113,10262,2322,47882,202206
해외이용금액,신용카드,법인,일시불,일반,222113,355832,230285,299288,269799,187682,193794,101739,248469,48558,1927274,202206
해외이용금액,신용카드,법인,현금서비스,현금서비스,12,1857,119,85,47,114,266,0,48,90,2519,202206
해외이용금액,직불/체크카드,개인,일반,일반,521,38498,123184,2436,304849,215377,205454,0,174273,135588,1076996,202206
해외이용금액,직불/체크카드,법인,일반,일반,0,85484,82961,0,103700,82961,114461,0,73850,26815,487271,202206
회원수,신용카드,개인,전체회원수,합계,8746,4779,9916,12326,14036,6816,5690,10901,11173,8133,-,202206
회원수,신용카드,개인,전체회원수,본인기준회원수,8432,4755,9829,12089,13627,6774,5585,10575,10921,0,-,202206
회원수,신용카드,개인,신규회원수(월중),합계,96,90,108,131,120,87,58,126,122,100,-,202206
회원수,신용카드,개인,신규회원수(월중),본인기준회원수,96,90,107,129,112,86,57,124,119,0,-,202206
회원수,신용카드,개인,해지회원수(월중),해지회원수(월중),63,37,81,87,88,56,47,56,68,65,-,202206
회원수,신용카드,개인,전체이용회원수,합계,6064,2534,6917,9689,11210,4985,3955,8480,8766,0,-,202206
회원수,신용카드,개인,전체이용회원수,신판이용회원수,6043,2525,6892,9677,11187,4970,3942,8463,8724,0,-,202206
회원수,신용카드,개인,사용가능회원수(월말),합계,8076,4530,9602,11332,13093,6080,5036,10147,10283,8013,-,202206
회원수,신용카드,개인,사용가능회원수(월말),본인기준회원수,7830,4508,9520,11130,12743,6043,4939,9860,10054,0,-,202206
회원수,신용카드,법인,신규회원수(월중),신규회원수(월중),1,7,2,1,4,2,2,0,14,2,-,202206
회원수,신용카드,법인,해지회원수(월중),해지회원수(월중),0,9,3,0,3,2,1,1,5,6,-,202206
회원수,신용카드,법인,사용가능회원수(월말),사용가능회원수(월말),35,783,510,44,183,241,192,37,439,893,-,202206
회원수,직불/체크카드,개인,사용가능카드수,사용가능카드수,562,10770,13032,598,19858,9517,9986,103,16207,0,-,202206
회원수,직불/체크카드,개인,사용불가카드수,사용불가카드수,36,1050,1444,52,423,1010,585,18,799,0,-,202206
회원수,직불/체크카드,개인,사용가능회원수,사용가능회원수,544,9113,11042,541,14214,7715,7879,103,13512,0,-,202206
회원수,직불/체크카드,개인,사용불가회원수,사용불가회원수,33,778,820,36,210,424,275,16,269,0,-,202206
회원수,직불/체크카드,개인,순수보유회원수(월말),순수보유회원수(월말),408,8289,8875,297,7827,5351,5956,93,8470,0,-,202206
회원수,직불/체크카드,법인,사용가능카드수,사용가능카드수,2,864,506,3,324,319,214,20,678,0,-,202206
회원수,직불/체크카드,법인,사용불가카드수,사용불가카드수,1,54,49,0,55,11,9,4,115,0,-,202206
회원수,직불/체크카드,법인,사용가능회원수,사용가능회원수,2,1329,699,1,136,117,100,8,404,0,-,202206
회원수,직불/체크카드,법인,사용불가회원수,사용불가회원수,1,188,74,0,79,2,3,2,20,0,-,202206
회원수,직불/체크카드,법인,순수보유회원수(월말),순수보유회원수(월말),3,551,192,1,159,108,58,7,325,0,-,202206
금융자산,,,현금서비스잔액,현금서비스잔액,682815,727,0,1139584,1588233,703774,370572,578293,1128842,387144,6579984,202206
금융자산,,,합계,합계,3899891,551,0,6057069,8137921,2930725,2265550,4951172,6229407,2631562,37103848,202206
금융자산,,,대환대출잔액,대환대출잔액,14028,0,0,77598,299499,95136,59156,126892,230887,18272,921468,202206
금융자산,,,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,853753,183,0,1097776,1353783,405769,410430,1165335,1259959,73716,6620704,202206
국내이용금액,신용카드,개인,일시불,일반,4295363,1258250,4174104,7286980,8292275,3228179,3119615,8611053,6844601,3464492,46400808,202401
국내이용금액,신용카드,개인,일시불,국세/지방세등,254909,25321,87224,450894,1300603,79968,62476,216663,409944,60296,2861074,202401
국내이용금액,신용카드,개인,할부,일반,1344669,311104,950856,2544474,2085991,843396,630969,1979738,1771021,840284,12351646,202401
국내이용금액,신용카드,개인,할부,국세/지방세등,102745,53373,191415,304698,250817,155315,86437,242751,188895,153474,1538505,202401
국내이용금액,신용카드,개인,현금서비스,현금서비스,518152,94458,583419,607580,1101956,460193,239759,524022,874503,346619,4767242,202401
국내이용금액,신용카드,개인,카드론,카드론,483927,5452,0,777671,721683,248219,141339,577635,582213,238127,3776266,202401
국내이용금액,신용카드,법인,일시불,일반,565886,1826743,1326769,903234,1139044,889898,1039017,636642,1260227,968204,9228895,202401
국내이용금액,신용카드,법인,일시불,국세/지방세등,123077,182046,212972,129662,98188,199643,210067,638306,177068,63244,1821301,202401
국내이용금액,신용카드,법인,일시불,구매전용,1135286,57430,25509,295417,729235,4727,5905,947648,0,19343,3194991,202401
국내이용금액,신용카드,법인,할부,일반,805,124157,24398,2841,1754,14877,19574,642,19937,54560,239147,202401
국내이용금액,신용카드,법인,할부,국세/지방세등,229,191736,9686,0,0,2017,20472,917,7171,29492,252034,202401
국내이용금액,신용카드,법인,할부,구매전용,0,46,264,0,0,0,0,6990,0,0,7036,202401
국내이용금액,직불/체크카드,개인,일반,일반,87157,1400619,1769958,68304,1914487,1338397,1026920,83345,2412567,4008091,12339887,202401
국내이용금액,직불/체크카드,개인,국세/지방세등,국세/지방세등,592,9848,11823,1060,87374,9256,8564,669,51677,29971,199011,202401
국내이용금액,직불/체크카드,법인,일반,일반,76,363483,443375,1751,282762,358054,235291,24292,480731,517014,2263454,202401
국내이용금액,직불/체크카드,법인,국세/지방세등,국세/지방세등,0,238345,45455,1,2570,14953,31556,97,10286,22886,320694,202401
국내이용금액,직불/체크카드,법인,구매전용,구매전용,0,0,0,0,45908,0,0,1186,0,0,47094,202401
해외이용금액,신용카드,개인,일시불,일반,91022,33888,99089,223661,219005,94718,110267,286651,199395,55692,1314299,202401
해외이용금액,신용카드,개인,할부,일반,0,0,0,14357,12609,0,0,16177,0,0,43143,202401
해외이용금액,신용카드,개인,현금서비스,현금서비스,664,638,1431,1662,2365,1312,1360,1620,2957,958,13536,202401
해외이용금액,신용카드,법인,일시불,일반,54894,84742,53773,40325,73898,44478,57735,27262,60894,12858,457086,202401
해외이용금액,신용카드,법인,현금서비스,현금서비스,5,480,46,21,0,44,23,0,30,31,634,202401
해외이용금액,직불/체크카드,개인,일반,일반,466,8119,25922,465,69155,55877,211438,1098,39644,34537,420799,202401
해외이용금액,직불/체크카드,법인,일반,일반,0,12651,7937,0,10164,4558,13523,0,11356,3281,55533,202401
회원수,신용카드,개인,전체회원수,합계,9326,5442,10095,12868,14347,7161,6304,12100,12052,8451,-,202401
회원수,신용카드,개인,전체회원수,본인기준회원수,9091,5419,10018,12661,13916,7118,6199,11776,11812,0,-,202401
회원수,신용카드,개인,신규회원수(월중),합계,119,138,97,115,117,82,79,128,144,126,-,202401
회원수,신용카드,개인,신규회원수(월중),본인기준회원수,119,138,95,113,109,81,78,122,140,0,-,202401
회원수,신용카드,개인,해지회원수(월중),해지회원수(월중),94,69,109,108,110,75,63,84,124,112,-,202401
회원수,신용카드,개인,전체이용회원수,합계,7065,2693,6888,10013,10990,5095,4301,9329,9440,0,-,202401
회원수,신용카드,개인,전체이용회원수,신판이용회원수,7058,2684,6864,10003,10965,5093,4289,9310,9399,0,-,202401
회원수,신용카드,개인,사용가능회원수(월말),합계,8482,5098,9715,11528,13033,6137,5384,10976,10871,8266,-,202401
회원수,신용카드,개인,사용가능회원수(월말),본인기준회원수,8296,5077,9643,11353,12689,6099,5285,10692,10656,0,-,202401
회원수,신용카드,법인,신규회원수(월중),신규회원수(월중),0,6,7,0,3,6,3,0,8,4,-,202401
회원수,신용카드,법인,해지회원수(월중),해지회원수(월중),0,10,5,0,4,4,1,0,9,8,-,202401
회원수,신용카드,법인,사용가능회원수(월말),사용가능회원수(월말),37,706,553,36,159,286,234,35,462,795,-,202401
회원수,직불/체크카드,개인,사용가능카드수,사용가능카드수,399,9744,12297,450,19455,8842,11049,434,15547,0,-,202401
회원수,직불/체크카드,개인,사용불가카드수,사용불가카드수,29,981,1482,40,509,1214,597,29,913,0,-,202401
회원수,직불/체크카드,개인,사용가능회원수,사용가능회원수,386,8253,10360,420,13991,7129,8484,414,13132,0,-,202401
회원수,직불/체크카드,개인,사용불가회원수,사용불가회원수,26,744,761,31,352,500,291,23,321,0,-,202401
회원수,직불/체크카드,개인,순수보유회원수(월말),순수보유회원수(월말),273,7539,8187,233,7617,4879,6362,324,7898,0,-,202401
회원수,직불/체크카드,법인,사용가능카드수,사용가능카드수,2,869,485,3,334,304,252,30,644,0,-,202401
회원수,직불/체크카드,법인,사용불가카드수,사용불가카드수,0,71,43,0,61,10,13,6,126,0,-,202401
회원수,직불/체크카드,법인,사용가능회원수,사용가능회원수,2,1243,740,1,140,113,112,11,395,0,-,202401
회원수,직불/체크카드,법인,사용불가회원수,사용불가회원수,0,212,94,0,84,2,4,3,20,0,-,202401
회원수,직불/체크카드,법인,순수보유회원수(월말),순수보유회원수(월말),2,554,185,1,165,103,61,11,307,0,-,202401
금융자산,,,현금서비스잔액,현금서비스잔액,758641,5857,0,885467,1575589,668650,362592,643482,1275454,497147,6672879,202401
금융자산,,,합계,합계,4430720,34348,0,5899153,8144613,3371351,2775693,4902556,6715178,2938487,39212099,202401
금융자산,,,대환대출잔액,대환대출잔액,123426,0,0,109094,384182,250434,150702,259902,420931,35554,1734225,202401
금융자산,,,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,1087311,15422,0,1291784,1585992,453823,448091,998392,1521667,112796,7515278,202401
국내이용금액,신용카드,개인,일시불,일반,26148007,7790224,26212479,45108134,54000254,19070304,17156444,45943724,42796113,21720115,279733319,202207
국내이용금액,신용카드,개인,일시불,국세/지방세등,612419,117706,441861,3743278,6121846,371428,302086,550233,3786228,261372,15866596,202207
국내이용금액,신용카드,개인,할부,일반,7040707,1749032,5895700,17568877,14013542,4988109,3265267,12279445,11117828,5060777,77083584,202207
국내이용금액,신용카드,개인,할부,국세/지방세등,361979,183742,759931,1814100,1458325,630368,396519,1134866,1103265,440278,7523442,202207
국내이용금액,신용카드,개인,현금서비스,현금서비스,3242648,584018,4313831,5493107,7654886,3408380,1742173,3046206,5371791,1925540,32468749,202207
국내이용금액,신용카드,개인,카드론,카드론,2994148,1075,0,5294617,6327213,2242742,1535777,4135369,4591245,1951652,29073838,202207
국내이용금액,신용카드,법인,일시불,일반,3368232,11649533,12480464,5940920,7879341,6456121,5294925,5296408,8427959,7336720,61650159,202207
국내이용금액,신용카드,법인,일시불,국세/지방세등,570763,965308,2329352,3418761,486016,2026787,3806561,3444865,4273316,363529,19355906,202207
국내이용금액,신용카드,법인,일시불,구매전용,6239499,345103,141602,3157108,1832827,2641040,947958,4213366,0,140752,19517653,202207
국내이용금액,신용카드,법인,할부,일반,6882,911681,225119,26761,16236,109067,107836,5555,104345,457199,1745562,202207
국내이용금액,신용카드,법인,할부,국세/지방세등,53180,969041,47229,31,0,25531,134089,5014,24136,132740,1343762,202207
국내이용금액,신용카드,법인,할부,구매전용,0,14488,2721,0,0,0,0,3333,0,0,17821,202207
국내이용금액,직불/체크카드,개인,일반,일반,451870,10254676,13248699,537224,13678596,9553032,6123960,216008,16668594,27137575,84621535,202207
국내이용금액,직불/체크카드,개인,국세/지방세등,국세/지방세등,1298,59795,52516,3375,812661,40319,24305,544,830110,134534,1906941,202207
국내이용금액,직불/체크카드,법인,일반,일반,806,2353186,3012662,16187,2055450,2514174,1458213,120007,2701745,3780831,15000599,202207
국내이용금액,직불/체크카드,법인,국세/지방세등,국세/지방세등,0,1844325,466623,57,10818,194422,424518,473,298715,157836,2931164,202207
국내이용금액,직불/체크카드,법인,구매전용,구매전용,0,0,0,0,385865,0,0,3495,0,0,389360,202207
해외이용금액,신용카드,개인,일시불,일반,368463,150955,448828,907879,840700,382108,410090,706345,781948,175245,4723733,202207
해외이용금액,신용카드,개인,할부,일반,0,0,0,61255,47098,0,0,62817,0,0,171170,202207
해외이용금액,신용카드,개인,현금서비스,현금서비스,3265,2840,7795,7860,10585,6858,6215,5138,12237,2848,57846,202207
해외이용금액,신용카드,법인,일시불,일반,263232,427475,276444,346630,322198,224992,232770,122682,295863,57931,2293773,202207
해외이용금액,신용카드,법인,현금서비스,현금서비스,15,2162,139,96,47,131,299,0,63,112,2925,202207
해외이용금액,직불/체크카드,개인,일반,일반,627,46130,146830,2882,364146,260286,250435,0,206625,160653,1291784,202207
해외이용금액,직불/체크카드,법인,일반,일반,0,99643,96265,0,118657,96265,131703,0,85710,30261,562239,202207
회원수,신용카드,개인,전체회원수,합계,8788,4799,9948,12372,14081,6853,5700,10968,11239,8175,-,202207
회원수,신용카드,개인,전체회원수,본인기준회원수,8478,4776,9862,12138,13667,6811,5596,10644,10974,0,-,202207
회원수,신용카드,개인,신규회원수(월중),합계,107,63,111,135,131,89,58,126,121,102,-,202207
회원수,신용카드,개인,신규회원수(월중),본인기준회원수,107,63,110,133,122,88,57,123,118,0,-,202207
회원수,신용카드,개인,해지회원수(월중),해지회원수(월중),64,44,78,89,86,52,48,59,55,61,-,202207
회원수,신용카드,개인,전체이용회원수,합계,6063,2520,6960,9761,11250,5007,3963,8521,8800,0,-,202207
회원수,신용카드,개인,전체이용회원수,신판이용회원수,6041,2512,6936,9750,11227,4992,3951,8504,8753,0,-,202207
회원수,신용카드,개인,사용가능회원수(월말),합계,8108,4556,9619,11363,13117,6090,5027,10185,10289,8054,-,202207
회원수,신용카드,개인,사용가능회원수(월말),본인기준회원수,7865,4534,9538,11162,12765,6052,4931,9903,10063,0,-,202207
회원수,신용카드,법인,신규회원수(월중),신규회원수(월중),0,7,7,1,4,7,3,0,10,2,-,202207
회원수,신용카드,법인,해지회원수(월중),해지회원수(월중),0,10,3,0,3,2,1,0,1,6,-,202207
회원수,신용카드,법인,사용가능회원수(월말),사용가능회원수(월말),34,781,512,44,182,243,193,37,438,888,-,202207
회원수,직불/체크카드,개인,사용가능카드수,사용가능카드수,551,10781,12975,583,19880,9418,9974,107,16164,0,-,202207
회원수,직불/체크카드,개인,사용불가카드수,사용불가카드수,36,1037,1464,49,397,1033,586,19,839,0,-,202207
회원수,직불/체크카드,개인,사용가능회원수,사용가능회원수,534,9117,10998,529,14208,7648,7872,106,13494,0,-,202207
회원수,직불/체크카드,개인,사용불가회원수,사용불가회원수,32,768,825,35,201,433,276,17,285,0,-,202207
회원수,직불/체크카드,개인,순수보유회원수(월말),순수보유회원수(월말),399,8285,8833,289,7803,5298,5949,96,8441,0,-,202207
회원수,직불/체크카드,법인,사용가능카드수,사용가능카드수,2,866,505,3,326,320,216,20,677,0,-,202207
회원수,직불/체크카드,법인,사용불가카드수,사용불가카드수,0,55,50,0,56,11,9,4,115,0,-,202207
회원수,직불/체크카드,법인,사용가능회원수,사용가능회원수,2,1328,701,1,138,117,101,8,404,0,-,202207
회원수,직불/체크카드,법인,사용불가회원수,사용불가회원수,0,188,76,0,80,2,3,2,20,0,-,202207
회원수,직불/체크카드,법인,순수보유회원수(월말),순수보유회원수(월말),3,553,192,1,160,108,59,7,324,0,-,202207
금융자산,,,현금서비스잔액,현금서비스잔액,688335,821,0,1159919,1578834,686317,368034,592747,1117823,381474,6574304,202207
금융자산,,,합계,합계,3943799,837,0,5985392,8115678,3062609,2325691,4912900,6255839,2644238,37246983,202207
금융자산,,,대환대출잔액,대환대출잔액,18866,0,0,86876,307663,102753,63013,135810,235171,18271,968423,202207
금융자산,,,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,875950,684,0,1110819,1372215,415962,413878,1195364,1280932,76163,6741967,202207
국내이용금액,신용카드,개인,일시불,일반,10586383,13646603,0,17970850,21726933,7654636,6881186,18217019,17284436,8572461,122540507,202203
국내이용금액,신용카드,개인,일시불,국세/지방세등,235139,235571,0,1598792,2435869,157572,127448,252387,1584107,111650,6738535,202203
국내이용금액,신용카드,개인,할부,일반,2859716,3149934,0,7294157,5789988,2026991,1348350,5018903,4586614,2102418,34177071,202203
국내이용금액,신용카드,개인,할부,국세/지방세등,151390,369460,0,758396,602909,240946,156652,540205,486990,185818,3492766,202203
국내이용금액,신용카드,개인,현금서비스,현금서비스,1376451,2099827,0,2273870,3284353,1446341,752917,1310528,2321375,828857,15694519,202203
국내이용금액,신용카드,개인,카드론,카드론,1268979,65,0,2417612,2848500,877668,494312,1657697,1932447,821834,12319114,202203
국내이용금액,신용카드,법인,일시불,일반,1368858,9781118,0,2255166,3067251,2560620,2048434,2100642,3169856,2817938,29169883,202203
국내이용금액,신용카드,법인,일시불,국세/지방세등,148021,1392682,0,510730,174413,1007507,1351906,854749,1341567,103387,6884962,202203
국내이용금액,신용카드,법인,일시불,구매전용,2451326,247801,0,1314521,782478,1345139,320836,1795526,0,71635,8329262,202203
국내이용금액,신용카드,법인,할부,일반,2980,485340,0,9523,6590,44833,44443,2352,42603,193170,831834,202203
국내이용금액,신용카드,법인,할부,국세/지방세등,313,379407,0,12,0,11446,50049,2042,10683,56320,510272,202203
국내이용금액,신용카드,법인,할부,구매전용,0,5838,0,0,0,0,0,1730,0,0,7568,202203
국내이용금액,직불/체크카드,개인,일반,일반,184894,9353582,0,215927,5466233,3819173,2410238,90216,6671278,10605697,38817238,202203
국내이용금액,직불/체크카드,개인,국세/지방세등,국세/지방세등,576,48514,0,1611,337696,18119,10230,279,370620,57156,844801,202203
국내이용금액,직불/체크카드,법인,일반,일반,313,2044334,0,6129,738324,1005336,608467,45808,1112245,1375950,6936906,202203
국내이용금액,직불/체크카드,법인,국세/지방세등,국세/지방세등,0,644778,0,30,4646,84810,134850,224,97231,52289,1018858,202203
국내이용금액,직불/체크카드,법인,구매전용,구매전용,0,0,0,0,172064,0,0,980,0,0,173044,202203
해외이용금액,신용카드,개인,일시불,일반,139378,223258,0,326143,308530,142621,151733,244839,295489,64589,1896580,202203
해외이용금액,신용카드,개인,할부,일반,0,0,0,23147,17876,0,0,22649,0,0,63672,202203
해외이용금액,신용카드,개인,현금서비스,현금서비스,1205,3879,0,2760,3930,2515,2332,1593,4596,931,23741,202203
해외이용금액,신용카드,법인,일시불,일반,99019,253540,0,140146,107920,79363,81101,41945,108386,20927,932347,202203
해외이용금액,신용카드,법인,현금서비스,현금서비스,5,870,0,40,0,56,98,0,25,38,1132,202203
해외이용금액,직불/체크카드,개인,일반,일반,171,73484,0,1175,141011,98656,89457,0,81242,64877,550073,202203
해외이용금액,직불/체크카드,법인,일반,일반,0,84642,0,0,50811,41441,58697,0,35637,14743,285971,202203
회원수,신용카드,개인,전체회원수,합계,8646,14435,0,12202,13962,6740,5646,10685,10999,8028,-,202203
회원수,신용카드,개인,전체회원수,본인기준회원수,8320,14321,0,11961,13556,6697,5539,10351,10745,0,-,202203
회원수,신용카드,개인,신규회원수(월중),합계,98,179,0,125,111,81,65,126,134,105,-,202203
회원수,신용카드,개인,신규회원수(월중),본인기준회원수,98,178,0,123,104,81,64,123,130,0,-,202203
회원수,신용카드,개인,해지회원수(월중),해지회원수(월중),70,123,0,93,94,64,54,66,79,70,-,202203
회원수,신용카드,개인,전체이용회원수,합계,5909,9332,0,9583,10991,4909,3949,8292,8558,0,-,202203
회원수,신용카드,개인,전체이용회원수,신판이용회원수,5887,9295,0,9572,10964,4894,3935,8274,8517,0,-,202203
회원수,신용카드,개인,사용가능회원수(월말),합계,7999,13953,0,11263,13092,6080,5047,10021,10159,7911,-,202203
회원수,신용카드,개인,사용가능회원수(월말),본인기준회원수,7743,13847,0,11055,12738,6042,4947,9723,9927,0,-,202203
회원수,신용카드,법인,신규회원수(월중),신규회원수(월중),1,13,0,1,4,2,2,0,10,2,-,202203
회원수,신용카드,법인,해지회원수(월중),해지회원수(월중),0,13,0,0,4,2,3,1,6,5,-,202203
회원수,신용카드,법인,사용가능회원수(월말),사용가능회원수(월말),33,1306,0,44,186,246,190,37,420,903,-,202203
회원수,직불/체크카드,개인,사용가능카드수,사용가능카드수,595,24163,0,641,19940,9540,9974,100,16249,0,-,202203
회원수,직불/체크카드,개인,사용불가카드수,사용불가카드수,39,2505,0,59,383,971,599,17,767,0,-,202203
회원수,직불/체크카드,개인,사용가능회원수,사용가능회원수,575,20446,0,576,14259,7733,7861,99,13515,0,-,202203
회원수,직불/체크카드,개인,사용불가회원수,사용불가회원수,35,1613,0,38,202,415,283,16,257,0,-,202203
회원수,직불/체크카드,개인,순수보유회원수(월말),순수보유회원수(월말),435,17459,0,319,7872,5381,5951,90,8544,0,-,202203
회원수,직불/체크카드,법인,사용가능카드수,사용가능카드수,3,1357,0,3,320,318,205,20,676,0,-,202203
회원수,직불/체크카드,법인,사용불가카드수,사용불가카드수,1,102,0,0,54,11,9,3,118,0,-,202203
회원수,직불/체크카드,법인,사용가능회원수,사용가능회원수,3,2036,0,1,135,117,95,8,406,0,-,202203
회원수,직불/체크카드,법인,사용불가회원수,사용불가회원수,1,252,0,0,79,2,3,1,20,0,-,202203
회원수,직불/체크카드,법인,순수보유회원수(월말),순수보유회원수(월말),3,739,0,1,158,108,55,7,330,0,-,202203
금융자산,,,현금서비스잔액,현금서비스잔액,673912,506,0,1060567,1576444,679171,374015,567879,1120650,386288,6439432,202203
금융자산,,,합계,합계,3798594,98,0,5991171,7942597,2880918,2221771,4649130,5954749,2532177,35971205,202203
금융자산,,,대환대출잔액,대환대출잔액,13827,0,0,81593,294567,81818,56483,137209,226090,18551,910138,202203
금융자산,,,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,782009,0,0,1040403,1293047,378224,399821,1080738,1202968,64771,6241981,202203
국내이용금액,신용카드,개인,일시불,일반,21992734,6386838,20285908,36429546,41456700,16151502,15498443,43129266,34520919,17695009,233260957,202405
국내이용금액,신용카드,개인,일시불,국세/지방세등,968183,75481,296825,1845687,5473869,269372,164001,530935,1475288,183575,10986391,202405
국내이용금액,신용카드,개인,할부,일반,6530457,1505599,4398630,12511449,10011166,4007170,3120943,9343329,8603096,4133503,59766712,202405
국내이용금액,신용카드,개인,할부,국세/지방세등,343303,161235,533333,915769,740008,452180,281541,587593,531365,435116,4448110,202405
국내이용금액,신용카드,개인,현금서비스,현금서비스,2549570,455231,2789047,3144777,5362910,2205053,1139909,2625847,4162121,1670721,23316139,202405
국내이용금액,신용카드,개인,카드론,카드론,2611197,24396,0,3715908,3589768,1190824,948142,2738718,2852974,1139014,18810941,202405
국내이용금액,신용카드,법인,일시불,일반,2977522,9046843,6967684,4747206,5685690,4749522,5468252,3602140,6577832,5335865,48190872,202405
국내이용금액,신용카드,법인,일시불,국세/지방세등,697859,762730,2191738,1176535,350656,2430018,1551002,2625612,760946,248319,10603677,202405
국내이용금액,신용카드,법인,일시불,구매전용,5430962,311726,118622,1584817,2425739,15678,28030,6019009,0,68214,15884175,202405
국내이용금액,신용카드,법인,할부,일반,3937,639831,124825,12434,6255,62550,110318,3208,102155,275906,1216594,202405
국내이용금액,신용카드,법인,할부,국세/지방세등,71305,699461,33271,0,0,20331,70178,3036,22666,98543,985520,202405
국내이용금액,신용카드,법인,할부,구매전용,0,46,264,0,0,0,0,28413,0,0,28459,202405
국내이용금액,직불/체크카드,개인,일반,일반,448298,7134964,8874998,339011,9888865,6817329,5251623,433918,12418465,20581321,63313794,202405
국내이용금액,직불/체크카드,개인,국세/지방세등,국세/지방세등,1663,41486,28567,2278,395244,22428,18987,1129,122706,85106,691027,202405
국내이용금액,직불/체크카드,법인,일반,일반,396,1902328,2276875,9084,1480669,1850700,1097943,130607,2305297,2966580,11743604,202405
국내이용금액,직불/체크카드,법인,국세/지방세등,국세/지방세등,0,1703419,211541,6,13502,72824,172475,381,52471,77360,2092438,202405
국내이용금액,직불/체크카드,법인,구매전용,구매전용,0,0,0,0,234529,0,0,7354,0,0,241883,202405
해외이용금액,신용카드,개인,일시불,일반,428527,161690,429110,994296,971195,424736,494651,1337737,918014,247492,5978338,202405
해외이용금액,신용카드,개인,할부,일반,0,0,0,63276,57198,0,0,68941,0,0,189415,202405
해외이용금액,신용카드,개인,현금서비스,현금서비스,2804,3109,5775,6927,9927,5699,5567,7108,13079,3683,57903,202405
해외이용금액,신용카드,법인,일시불,일반,271766,426635,259676,204213,370822,216113,281753,138877,283590,62139,2255908,202405
