대분류,신용체크구분,개인법인구분,중분류,소분류,롯데카드,비씨카드,비씨카드 기타,삼성카드,신한카드,우리카드,하나카드,현대카드,KB국민카드,NH농협카드,합계,기준년월
해외이용금액,신용카드,개인,할부,일반,0,0,0,156907,128778,0,0,198204,0,0,483889,202312
해외이용금액,신용카드,개인,현금서비스,현금서비스,7209,8080,16048,19170,24362,13969,15122,15332,30947,8790,142981,202312
해외이용금액,신용카드,법인,일시불,일반,592180,944972,617159,535441,829287,507102,629000,302602,676860,140340,5157784,202312
해외이용금액,신용카드,법인,현금서비스,현금서비스,71,3880,456,221,237,411,467,0,212,270,5769,202312
해외이용금액,직불/체크카드,개인,일반,일반,2883,96400,294687,4739,768497,545506,1072446,7656,441476,352173,3291776,202312
해외이용금액,직불/체크카드,법인,일반,일반,0,158492,123171,0,140901,124426,192373,0,140227,36219,792638,202312
회원수,신용카드,개인,전체회원수,합계,9301,5373,10108,12861,14340,7153,6288,12056,12032,8437,-,202312
회원수,신용카드,개인,전체회원수,본인기준회원수,9062,5351,10030,12651,13910,7110,6182,11732,11770,0,-,202312
회원수,신용카드,개인,신규회원수(월중),합계,95,97,79,79,82,71,82,114,136,37,-,202312
회원수,신용카드,개인,신규회원수(월중),본인기준회원수,95,97,77,78,76,69,81,109,133,0,-,202312
회원수,신용카드,개인,해지회원수(월중),해지회원수(월중),92,66,100,89,105,71,52,74,75,69,-,202312
회원수,신용카드,개인,전체이용회원수,합계,6426,2654,6910,9950,11067,5147,4278,9300,9443,0,-,202312
회원수,신용카드,개인,전체이용회원수,신판이용회원수,6403,2645,6887,9939,11043,5130,4267,9282,9403,0,-,202312
회원수,신용카드,개인,사용가능회원수(월말),합계,8467,5038,9728,11529,13047,6138,5376,10938,10838,8258,-,202312
회원수,신용카드,개인,사용가능회원수(월말),본인기준회원수,8279,5017,9656,11353,12703,6101,5277,10656,10622,0,-,202312
회원수,신용카드,법인,신규회원수(월중),신규회원수(월중),1,4,4,0,3,4,3,0,5,1,-,202312
회원수,신용카드,법인,해지회원수(월중),해지회원수(월중),1,9,6,0,4,3,1,0,2,4,-,202312
회원수,신용카드,법인,사용가능회원수(월말),사용가능회원수(월말),37,708,554,36,164,286,234,35,463,799,-,202312
회원수,직불/체크카드,개인,사용가능카드수,사용가능카드수,407,9765,12291,456,19512,8846,10978,422,15527,0,-,202312
회원수,직불/체크카드,개인,사용불가카드수,사용불가카드수,30,983,1486,41,488,1219,603,29,914,0,-,202312
회원수,직불/체크카드,개인,사용가능회원수,사용가능회원수,393,8274,10385,424,14019,7144,8446,404,13117,0,-,202312
회원수,직불/체크카드,개인,사용불가회원수,사용불가회원수,27,743,767,30,323,502,294,23,324,0,-,202312
회원수,직불/체크카드,개인,순수보유회원수(월말),순수보유회원수(월말),280,7556,8213,234,7627,4892,6333,317,7904,0,-,202312
회원수,직불/체크카드,법인,사용가능카드수,사용가능카드수,2,862,486,3,334,305,248,29,642,0,-,202312
회원수,직불/체크카드,법인,사용불가카드수,사용불가카드수,1,68,43,0,61,10,13,6,125,0,-,202312
회원수,직불/체크카드,법인,사용가능회원수,사용가능회원수,2,1242,741,1,140,114,112,11,393,0,-,202312
회원수,직불/체크카드,법인,사용불가회원수,사용불가회원수,1,210,92,0,84,2,4,3,20,0,-,202312
회원수,직불/체크카드,법인,순수보유회원수(월말),순수보유회원수(월말),3,549,185,1,165,103,61,11,306,0,-,202312
금융자산,,,현금서비스잔액,현금서비스잔액,761724,5546,0,882684,1584258,671208,377962,609081,1257664,491591,6641718,202312
금융자산,,,합계,합계,4295364,31797,0,5798682,8120090,3333492,2821180,4776182,6661318,2923201,38761306,202312
금융자산,,,대환대출잔액,대환대출잔액,97371,0,0,95314,366548,237326,139280,250650,407006,33844,1627339,202312
금융자산,,,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,1090102,14510,0,1313136,1594506,453928,452165,996017,1523424,112724,7550512,202312
국내이용금액,신용카드,개인,일시불,일반,24429457,7158903,24661527,43180652,48724759,18619133,17378986,45655571,38547526,20177197,263872184,202306
국내이용금액,신용카드,개인,일시불,국세/지방세등,620112,85388,359565,2893681,6040433,310097,178034,475747,1859410,208010,12670912,202306
국내이용금액,신용카드,개인,할부,일반,7266282,1704478,5744774,14719234,12244972,4931536,3770525,10010374,9876583,4837493,69361477,202306
국내이용금액,신용카드,개인,할부,국세/지방세등,358329,156403,630341,1408297,905609,523448,417487,770240,578033,406449,5524295,202306
국내이용금액,신용카드,개인,현금서비스,현금서비스,2986366,533375,3422347,4677786,6508858,2626667,1746420,1902177,5036550,1913258,27931457,202306
국내이용금액,신용카드,개인,카드론,카드론,2731423,14971,0,3845194,4414435,1514201,1903466,2373528,3380450,1439806,21617474,202306
국내이용금액,신용카드,법인,일시불,일반,3169760,10336782,10328287,5482479,6652496,5444104,5679661,4254199,7333626,6446623,54799730,202306
국내이용금액,신용카드,법인,일시불,국세/지방세등,992085,865071,2211286,2570773,461349,2166633,2590441,3810468,3168025,326003,16950848,202306
국내이용금액,신용카드,법인,일시불,구매전용,5885447,281978,145001,1997924,1597658,1750851,82497,5262569,0,136238,16995162,202306
국내이용금액,신용카드,법인,할부,일반,5404,749720,170886,19163,10707,84817,160413,4094,111152,366915,1512385,202306
국내이용금액,신용카드,법인,할부,국세/지방세등,50831,758632,40203,10,0,24197,100163,3172,22547,112390,1071942,202306
국내이용금액,신용카드,법인,할부,구매전용,0,7757,3226,0,0,0,0,31002,0,0,38759,202306
국내이용금액,직불/체크카드,개인,일반,일반,468089,8828271,11395621,440806,11858205,8414140,5945959,319849,14852819,24303037,75431175,202306
국내이용금액,직불/체크카드,개인,국세/지방세등,국세/지방세등,836,44711,39965,2456,420177,30992,20773,611,220422,105472,846450,202306
국내이용금액,직불/체크카드,법인,일반,일반,602,2137537,2889978,11563,1673853,2370617,1216263,140222,2599397,3492050,13642104,202306
국내이용금액,직불/체크카드,법인,국세/지방세등,국세/지방세등,0,1924951,297953,8,8542,113931,345974,369,153460,115056,2662291,202306
국내이용금액,직불/체크카드,법인,구매전용,구매전용,0,0,0,0,280839,0,0,10247,0,0,291086,202306
해외이용금액,신용카드,개인,일시불,일반,445967,184500,525586,1153909,1063672,438855,529151,1109750,1002379,256769,6184952,202306
해외이용금액,신용카드,개인,할부,일반,0,0,0,79824,62573,0,0,86329,0,0,228726,202306
해외이용금액,신용카드,개인,현금서비스,현금서비스,3599,4145,8254,9975,12542,7027,7724,7056,15412,4508,71988,202306
해외이용금액,신용카드,법인,일시불,일반,293489,456166,304295,283630,384185,250316,296134,145267,326850,68037,2504074,202306
해외이용금액,신용카드,법인,현금서비스,현금서비스,30,1971,209,120,118,191,204,0,90,134,2858,202306
해외이용금액,직불/체크카드,개인,일반,일반,1202,47066,147534,2303,383586,265407,453571,2680,221024,172304,1549143,202306
해외이용금액,직불/체크카드,법인,일반,일반,0,79556,68207,0,75587,68207,97131,0,70031,18217,408729,202306
회원수,신용카드,개인,전체회원수,합계,9181,5127,10113,12765,14312,7081,6065,11790,11768,8431,-,202306
회원수,신용카드,개인,전체회원수,본인기준회원수,8913,5105,10033,12548,13887,7039,5959,11472,11523,0,-,202306
회원수,신용카드,개인,신규회원수(월중),합계,113,77,85,126,116,73,93,125,132,101,-,202306
회원수,신용카드,개인,신규회원수(월중),본인기준회원수,113,77,84,124,108,72,92,120,129,0,-,202306
회원수,신용카드,개인,해지회원수(월중),해지회원수(월중),78,57,91,89,99,60,56,69,90,82,-,202306
회원수,신용카드,개인,전체이용회원수,합계,6380,2607,7039,10019,11077,5143,4135,9113,9238,0,-,202306
회원수,신용카드,개인,전체이용회원수,신판이용회원수,6358,2599,7015,10009,11050,5129,4121,9096,9197,0,-,202306
회원수,신용카드,개인,사용가능회원수(월말),합계,8398,4836,9765,11564,13133,6127,5241,10773,10666,8274,-,202306
회원수,신용카드,개인,사용가능회원수(월말),본인기준회원수,8190,4814,9691,11381,12787,6091,5142,10496,10445,0,-,202306
회원수,신용카드,법인,신규회원수(월중),신규회원수(월중),0,7,7,0,4,7,4,0,10,2,-,202306
회원수,신용카드,법인,해지회원수(월중),해지회원수(월중),0,13,5,0,5,3,1,0,6,7,-,202306
회원수,신용카드,법인,사용가능회원수(월말),사용가능회원수(월말),35,729,549,39,168,290,222,35,463,830,-,202306
회원수,직불/체크카드,개인,사용가능카드수,사용가능카드수,449,9957,12506,484,19760,8968,10559,349,15880,0,-,202306
회원수,직불/체크카드,개인,사용불가카드수,사용불가카드수,31,987,1400,41,453,1146,601,29,909,0,-,202306
회원수,직불/체크카드,개인,사용가능회원수,사용가능회원수,434,8453,10661,444,14149,7337,8248,336,13370,0,-,202306
회원수,직불/체크카드,개인,사용불가회원수,사용불가회원수,28,741,720,31,222,468,289,25,317,0,-,202306
회원수,직불/체크카드,개인,순수보유회원수(월말),순수보유회원수(월말),314,7695,8415,239,7710,5034,6207,278,8173,0,-,202306
회원수,직불/체크카드,법인,사용가능카드수,사용가능카드수,2,861,497,3,334,312,234,27,647,0,-,202306
회원수,직불/체크카드,법인,사용불가카드수,사용불가카드수,0,62,44,0,60,10,10,5,120,0,-,202306
회원수,직불/체크카드,법인,사용가능회원수,사용가능회원수,2,1266,738,1,140,115,109,10,398,0,-,202306
회원수,직불/체크카드,법인,사용불가회원수,사용불가회원수,0,215,86,0,82,2,4,2,20,0,-,202306
회원수,직불/체크카드,법인,순수보유회원수(월말),순수보유회원수(월말),2,547,188,1,164,105,60,10,312,0,-,202306
금융자산,,,현금서비스잔액,현금서비스잔액,738583,2803,0,1101698,1631152,666668,458680,444132,1286861,476094,6806671,202306
금융자산,,,합계,합계,4325021,14263,0,5629839,8007443,2886015,3024112,4467882,6492250,2770228,37617053,202306
금융자산,,,대환대출잔액,대환대출잔액,54044,0,0,87987,367954,172355,73486,210050,335432,26057,1327365,202306
금융자산,,,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,1052901,8382,0,1331778,1565411,438600,453053,952305,1467368,103667,7373465,202306
국내이용금액,신용카드,개인,일시불,일반,28734582,8377958,28856448,50596007,56952343,21874051,20227129,53639459,45164141,23627549,309193219,202307
국내이용금액,신용카드,개인,일시불,국세/지방세등,840016,113575,457429,3470171,7250827,392722,241467,613526,2250153,269020,15441477,202307
국내이용금액,신용카드,개인,할부,일반,8552447,2004622,6795445,17198248,14314763,5874089,4351679,11783992,11551256,5646836,81277932,202307
국내이용금액,신용카드,개인,할부,국세/지방세등,452210,213737,841820,1731635,1154662,698451,510954,1075808,766252,547981,7151690,202307
국내이용금액,신용카드,개인,현금서비스,현금서비스,3504812,625255,4024457,5384018,7637768,3095356,2056371,2265235,5928851,2250043,32747709,202307
국내이용금액,신용카드,개인,카드론,카드론,3204771,18487,0,4524965,5204121,1801358,2154150,2871535,3947962,1685662,25413011,202307
국내이용금액,신용카드,법인,일시불,일반,3669364,12106629,11776710,6398547,7761870,6201036,6688673,4962949,8593390,7525094,63907552,202307
국내이용금액,신용카드,법인,일시불,국세/지방세등,1124244,1075188,2527463,2979780,527716,2460972,2847776,4181409,3479095,362344,19038524,202307
국내이용금액,신용카드,법인,일시불,구매전용,6827474,327910,171536,2329820,1914767,1750851,115962,6221225,0,158841,19646850,202307
국내이용금액,신용카드,법인,할부,일반,6290,875853,197792,21023,12832,99030,191983,4715,130941,426576,1769243,202307
국내이용금액,신용카드,법인,할부,국세/지방세등,51038,957743,52015,14,0,31669,125209,4069,29147,142863,1341752,202307
국내이용금액,신용카드,법인,할부,구매전용,0,11592,4222,0,0,0,0,34052,0,0,45644,202307
국내이용금액,직불/체크카드,개인,일반,일반,544997,10318507,13303149,510280,13869810,9838659,6972183,397732,17380130,28416707,88249005,202307
국내이용금액,직불/체크카드,개인,국세/지방세등,국세/지방세등,1376,53908,52925,3343,508372,41787,27551,1049,265686,128686,1031758,202307
국내이용금액,직불/체크카드,법인,일반,일반,689,2512576,3365397,13320,1958163,2765189,1423640,165733,3044263,4073777,15957350,202307
국내이용금액,직불/체크카드,법인,국세/지방세등,국세/지방세등,0,2152032,348608,8,10644,131913,395108,438,168221,134598,2992962,202307
국내이용금액,직불/체크카드,법인,구매전용,구매전용,0,0,0,0,333797,0,0,12128,0,0,345925,202307
해외이용금액,신용카드,개인,일시불,일반,523503,217394,618713,1360512,1253071,516451,626816,1334136,1180403,301393,7313679,202307
해외이용금액,신용카드,개인,할부,일반,0,0,0,89779,71897,0,0,102625,0,0,264301,202307
해외이용금액,신용카드,개인,현금서비스,현금서비스,4300,4969,9677,11651,14645,8253,9126,8534,18234,5204,84916,202307
해외이용금액,신용카드,법인,일시불,일반,342101,535788,354879,327408,454773,292129,349397,171074,384247,79561,2936478,202307
해외이용금액,신용카드,법인,현금서비스,현금서비스,38,2359,244,133,118,224,282,0,105,163,3422,202307
해외이용금액,직불/체크카드,개인,일반,일반,1469,55287,174103,2700,449195,312198,549353,3555,259948,203194,1836899,202307
해외이용금액,직불/체크카드,법인,일반,일반,0,92354,78208,0,88778,78208,112792,0,82721,21507,476360,202307
회원수,신용카드,개인,전체회원수,합계,9223,5164,10114,12810,14326,7096,6094,11842,11818,8444,-,202307
회원수,신용카드,개인,전체회원수,본인기준회원수,8959,5141,10035,12594,13898,7054,5988,11522,11574,0,-,202307
회원수,신용카드,개인,신규회원수(월중),합계,119,98,93,133,115,79,84,120,140,90,-,202307
회원수,신용카드,개인,신규회원수(월중),본인기준회원수,120,98,92,131,107,79,83,115,138,0,-,202307
회원수,신용카드,개인,해지회원수(월중),해지회원수(월중),77,62,91,88,102,64,55,69,90,77,-,202307
회원수,신용카드,개인,전체이용회원수,합계,6453,2506,6995,10051,11146,5156,4165,9173,9247,0,-,202307
회원수,신용카드,개인,전체이용회원수,신판이용회원수,6430,2497,6971,10042,11121,5141,4151,9156,9200,0,-,202307
회원수,신용카드,개인,사용가능회원수(월말),합계,8418,4864,9759,11584,13140,6125,5256,10808,10701,8284,-,202307
회원수,신용카드,개인,사용가능회원수(월말),본인기준회원수,8213,4843,9685,11402,12792,6088,5157,10530,10481,0,-,202307
회원수,신용카드,법인,신규회원수(월중),신규회원수(월중),0,7,7,0,3,7,4,0,10,2,-,202307
회원수,신용카드,법인,해지회원수(월중),해지회원수(월중),0,11,5,0,5,3,1,0,6,8,-,202307
회원수,신용카드,법인,사용가능회원수(월말),사용가능회원수(월말),36,726,550,39,167,292,224,35,460,823,-,202307
회원수,직불/체크카드,개인,사용가능카드수,사용가능카드수,441,10001,12402,483,19741,8939,10609,368,15863,0,-,202307
회원수,직불/체크카드,개인,사용불가카드수,사용불가카드수,31,969,1439,41,457,1183,608,28,947,0,-,202307
회원수,직불/체크카드,개인,사용가능회원수,사용가능회원수,427,8534,10580,444,14135,7314,8271,354,13356,0,-,202307
회원수,직불/체크카드,개인,사용불가회원수,사용불가회원수,28,724,737,31,223,482,294,24,328,0,-,202307
회원수,직불/체크카드,개인,순수보유회원수(월말),순수보유회원수(월말),308,7748,8362,240,7689,5021,6224,289,8150,0,-,202307
회원수,직불/체크카드,법인,사용가능카드수,사용가능카드수,2,858,496,3,336,310,234,27,648,0,-,202307
회원수,직불/체크카드,법인,사용불가카드수,사용불가카드수,0,62,44,0,61,10,10,5,120,0,-,202307
회원수,직불/체크카드,법인,사용가능회원수,사용가능회원수,2,1265,739,1,140,115,109,10,397,0,-,202307
회원수,직불/체크카드,법인,사용불가회원수,사용불가회원수,0,213,88,0,83,2,4,2,20,0,-,202307
회원수,직불/체크카드,법인,순수보유회원수(월말),순수보유회원수(월말),2,548,187,1,164,105,60,10,311,0,-,202307
금융자산,,,현금서비스잔액,현금서비스잔액,755754,3128,0,1060416,1654015,677984,468910,460056,1327550,484294,6892107,202307
금융자산,,,합계,합계,4430076,16350,0,5693331,8112418,2977569,3045021,4569761,6550689,2792069,38187284,202307
금융자산,,,대환대출잔액,대환대출잔액,73738,0,0,104089,384498,184104,82664,222821,356384,27849,1436147,202307
금융자산,,,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,1062866,9287,0,1334903,1575689,441784,457742,940768,1486009,105840,7414888,202307
국내이용금액,신용카드,개인,일시불,일반,37170956,11683786,38568443,61378389,76442743,27729710,25441602,64413886,62736725,31505821,398503618,202111
국내이용금액,신용카드,개인,일시불,국세/지방세등,732330,189328,752137,5413509,9725617,627284,561657,826598,3987793,430836,22494952,202111
국내이용금액,신용카드,개인,할부,일반,9456187,2699507,8778113,25451163,20657643,6960834,4776374,17633846,16485627,7579401,111700582,202111
국내이용금액,신용카드,개인,할부,국세/지방세등,393275,263955,992074,2194527,1964484,792780,561522,1565804,1617310,712433,10066090,202111
국내이용금액,신용카드,개인,현금서비스,현금서비스,4975082,1004577,5949468,8228441,11989856,4389595,2823911,5138784,8087031,3040811,49678088,202111
국내이용금액,신용카드,개인,카드론,카드론,4863550,157,0,8221235,10478218,3909238,3363643,6872061,6691683,2971342,47371127,202111
국내이용금액,신용카드,법인,일시불,일반,4686097,16411322,18389194,7635867,11321129,9389798,7388464,7994462,11369841,10587993,86784973,202111
국내이용금액,신용카드,법인,일시불,국세/지방세등,515781,1490467,2606885,3041097,623551,2304193,3037548,1652287,3951169,410376,17026469,202111
국내이용금액,신용카드,법인,일시불,구매전용,7990271,721283,267442,4165818,3829632,4047640,696738,6582285,0,261680,28295347,202111
국내이용금액,신용카드,법인,할부,일반,11432,1473219,378154,55343,25503,178912,173051,9722,160324,770796,2858302,202111
국내이용금액,신용카드,법인,할부,국세/지방세등,204141,1533881,3000681,151248,0,2966340,231004,7575,37694,192092,5323975,202111
국내이용금액,신용카드,법인,할부,구매전용,0,1273,3585,0,0,0,0,10767,0,0,12040,202111
국내이용금액,직불/체크카드,개인,일반,일반,619294,15535335,19955520,812047,20712708,14281256,8877385,281041,24607196,38270954,123997216,202111
국내이용금액,직불/체크카드,개인,국세/지방세등,국세/지방세등,967,100358,108838,6262,1852036,89242,37263,747,3422726,203065,5712666,202111
국내이용금액,직불/체크카드,법인,일반,일반,1039,3782298,4159156,20430,3025951,3598358,2147101,144188,3859076,5127161,21705602,202111
국내이용금액,직불/체크카드,법인,국세/지방세등,국세/지방세등,1,2590380,1165669,14,19234,603227,844509,334,662532,205435,4925666,202111
국내이용금액,직불/체크카드,법인,구매전용,구매전용,0,0,0,0,2442062,0,0,8836,0,0,2450898,202111
해외이용금액,신용카드,개인,일시불,일반,460046,198612,531000,1030053,944004,438684,536002,701093,912325,222185,5443004,202111
해외이용금액,신용카드,개인,할부,일반,0,0,0,69374,57297,0,0,68671,0,0,195342,202111
해외이용금액,신용카드,개인,현금서비스,현금서비스,3973,3677,8395,8859,11978,7292,7456,5182,15222,2791,66430,202111
해외이용금액,신용카드,법인,일시불,일반,230126,506829,314295,516572,333933,256107,224142,122391,336784,70505,2597389,202111
해외이용금액,신용카드,법인,현금서비스,현금서비스,99,2789,194,87,0,184,285,0,41,147,3632,202111
해외이용금액,직불/체크카드,개인,일반,일반,4741,165445,180723,15222,539546,289531,263656,0,266554,304786,1849481,202111
해외이용금액,직불/체크카드,법인,일반,일반,0,156170,163416,0,184471,163416,178205,0,144949,47778,874989,202111
회원수,신용카드,개인,전체회원수,합계,8539,4523,9807,12005,13868,6659,5606,10418,10855,7926,-,202111
회원수,신용카드,개인,전체회원수,본인기준회원수,8196,0,0,11759,13466,6614,5495,10069,10598,0,-,202111
회원수,신용카드,개인,신규회원수(월중),합계,90,63,107,131,123,84,66,130,116,71,-,202111
회원수,신용카드,개인,신규회원수(월중),본인기준회원수,90,0,0,130,116,84,65,128,114,0,-,202111
회원수,신용카드,개인,해지회원수(월중),해지회원수(월중),69,74,76,92,79,53,46,50,74,46,-,202111
회원수,신용카드,개인,전체이용회원수,합계,5840,0,0,9474,11020,4944,3953,8155,8634,0,-,202111
회원수,신용카드,개인,전체이용회원수,신판이용회원수,5818,0,0,9463,10992,4929,3939,8136,8590,0,-,202111
회원수,신용카드,개인,사용가능회원수(월말),합계,7931,4272,9518,11138,13089,6112,5068,9875,10092,7815,-,202111
회원수,신용카드,개인,사용가능회원수(월말),본인기준회원수,7657,0,0,10924,12725,6073,4964,9556,9855,0,-,202111
회원수,신용카드,법인,신규회원수(월중),신규회원수(월중),1,6,2,1,5,2,3,0,8,2,-,202111
회원수,신용카드,법인,해지회원수(월중),해지회원수(월중),0,7,3,1,3,2,4,0,7,2,-,202111
회원수,신용카드,법인,사용가능회원수(월말),사용가능회원수(월말),32,790,518,43,193,262,189,38,412,911,-,202111
회원수,직불/체크카드,개인,사용가능카드수,사용가능카드수,641,10637,14057,684,20113,10369,10073,113,16286,0,-,202111
회원수,직불/체크카드,개인,사용불가카드수,사용불가카드수,40,1075,1457,63,342,1006,589,20,811,0,-,202111
회원수,직불/체크카드,개인,사용가능회원수,사용가능회원수,619,7576,8787,612,14329,8269,7920,113,13503,0,-,202111
회원수,직불/체크카드,개인,사용불가회원수,사용불가회원수,37,710,685,39,186,425,272,18,271,0,-,202111
회원수,직불/체크카드,개인,순수보유회원수(월말),순수보유회원수(월말),472,8286,9472,343,7957,5800,5994,101,8615,0,-,202111
회원수,직불/체크카드,법인,사용가능카드수,사용가능카드수,3,837,504,3,329,318,198,18,673,0,-,202111
회원수,직불/체크카드,법인,사용불가카드수,사용불가카드수,1,52,52,0,43,10,10,3,121,0,-,202111
회원수,직불/체크카드,법인,사용가능회원수,사용가능회원수,3,512,172,1,141,118,91,7,410,0,-,202111
회원수,직불/체크카드,법인,사용불가회원수,사용불가회원수,1,26,22,0,71,2,4,1,20,0,-,202111
회원수,직불/체크카드,법인,순수보유회원수(월말),순수보유회원수(월말),0,538,194,1,157,109,53,6,334,0,-,202111
금융자산,,,현금서비스잔액,현금서비스잔액,706534,357,0,1043463,1691004,666544,397563,672691,1153500,398576,6730232,202111
금융자산,,,합계,합계,3740437,104,0,5819506,7727914,3132275,2528753,4680370,5902199,2526670,36058228,202111
금융자산,,,대환대출잔액,대환대출잔액,22602,0,0,107274,296356,85546,59889,129651,224251,19615,945184,202111
금융자산,,,(결제성)리볼빙이월잔액,(결제성)리볼빙이월잔액,720707,0,0,1031180,1256210,356668,404136,1027295,1193515,60885,6050596,202111
국내이용금액,신용카드,개인,일시불,일반,20255017,5952728,20470497,35871672,40636346,15375627,14435326,37791135,32080450,16728374,219126675,202305
국내이용금액,신용카드,개인,일시불,국세/지방세등,472154,68624,296397,2407178,4744850,255579,141000,370770,1523753,172232,10156140,202305
국내이용금액,신용카드,개인,할부,일반,6009933,1403550,4700251,12213331,10193238,3991106,3179498,8267237,8213675,4027065,57498633,202305
국내이용금액,신용카드,개인,할부,국세/지방세등,299393,125355,517320,1229491,761719,429694,351695,633734,480913,335035,4647029,202305
국내이용금액,신용카드,개인,현금서비스,현금서비스,2489760,443900,2824140,3931279,5389038,2161248,1445683,1557854,4172821,1584707,23176290,202305
국내이용금액,신용카드,개인,카드론,카드론,2224762,11904,0,3195553,3678307,1460100,1630482,1869003,2795240,1216275,18081626,202305
국내이용금액,신용카드,법인,일시불,일반,2638186,8568844,8821337,4467704,5508336,4467878,4676810,3476670,6050933,5322424,45177785,202305
국내이용금액,신용카드,법인,일시불,국세/지방세등,609694,731203,1831219,2365537,297792,1815650,1931994,3464434,2810226,292826,14319356,202305
국내이용금액,신용카드,법인,일시불,구매전용,4810375,227773,120997,1737394,1319965,1750851,42265,4204589,0,113103,14206315,202305
국내이용금액,신용카드,법인,할부,일반,4573,620570,142400,18312,8945,70687,131322,3427,91528,304686,1254050,202305
국내이용금액,신용카드,법인,할부,국세/지방세등,50772,671758,34263,5,0,20448,86661,2721,19145,96345,947855,202305
국내이용금액,신용카드,법인,할부,구매전용,0,7612,2775,0,0,0,0,18002,0,0,25614,202305
국내이용금액,직불/체크카드,개인,일반,일반,389433,7370349,9506298,372115,9898031,6997927,4942342,248070,12397274,20239576,62855117,202305
국내이용금액,직불/체크카드,개인,국세/지방세등,국세/지방세등,648,38581,32852,2163,340890,25393,16741,463,181962,87670,694511,202305
국내이용금액,직불/체크카드,법인,일반,일반,498,1762719,2384700,9684,1398872,1970646,1022238,114464,2171945,2874356,11325422,202305
국내이용금액,직불/체크카드,법인,국세/지방세등,국세/지방세등,0,1647097,250263,7,7035,96481,285697,318,137916,81137,2255688,202305
국내이용금액,직불/체크카드,법인,구매전용,구매전용,0,0,0,0,234179,0,0,8257,0,0,242436,202305
해외이용금액,신용카드,개인,일시불,일반,370698,153736,435492,956604,884211,363441,437231,898948,829399,212000,5106268,202305
해외이용금액,신용카드,개인,할부,일반,0,0,0,68822,52800,0,0,69598,0,0,191220,202305
해외이용금액,신용카드,개인,현금서비스,현금서비스,3051,3391,6917,8383,10507,5909,6434,5668,12860,3746,59949,202305
해외이용금액,신용카드,법인,일시불,일반,243804,375148,252002,237810,313201,207698,243040,120218,269396,55619,2065934,202305
해외이용금액,신용카드,법인,현금서비스,현금서비스,26,1616,175,99,107,161,149,0,72,109,2339,202305
해외이용금액,직불/체크카드,개인,일반,일반,948,39300,123022,1929,321647,220234,366918,1877,183993,143847,1280693,202305
해외이용금액,직불/체크카드,법인,일반,일반,0,66524,58971,0,62376,58971,80950,0,57844,14851,341516,202305
회원수,신용카드,개인,전체회원수,합계,9147,5108,10119,12728,14296,7068,6028,11734,11726,8412,-,202305
회원수,신용카드,개인,전체회원수,본인기준회원수,8875,5085,10039,12510,13872,7027,5922,11417,11481,0,-,202305
회원수,신용카드,개인,신규회원수(월중),합계,110,86,104,122,119,91,95,145,132,95,-,202305
회원수,신용카드,개인,신규회원수(월중),본인기준회원수,110,86,103,121,112,90,94,139,129,0,-,202305
회원수,신용카드,개인,해지회원수(월중),해지회원수(월중),73,52,92,94,100,68,55,70,99,83,-,202305
회원수,신용카드,개인,전체이용회원수,합계,6334,2602,7023,10044,11093,5093,4104,9118,9186,0,-,202305
회원수,신용카드,개인,전체이용회원수,신판이용회원수,6311,2594,6998,10034,11066,5078,4090,9102,9144,0,-,202305
회원수,신용카드,개인,사용가능회원수(월말),합계,8373,4819,9770,11542,13123,6127,5211,10734,10627,8260,-,202305
회원수,신용카드,개인,사용가능회원수(월말),본인기준회원수,8162,4798,9695,11357,12776,6091,5111,10459,10405,0,-,202305
회원수,신용카드,법인,신규회원수(월중),신규회원수(월중),0,8,9,0,5,8,5,0,10,2,-,202305
회원수,신용카드,법인,해지회원수(월중),해지회원수(월중),0,9,5,0,6,3,0,0,9,8,-,202305
회원수,신용카드,법인,사용가능회원수(월말),사용가능회원수(월말),35,745,547,40,168,286,220,35,457,843,-,202305
회원수,직불/체크카드,개인,사용가능카드수,사용가능카드수,455,10140,12560,496,19761,8987,10497,333,15934,0,-,202305
회원수,직불/체크카드,개인,사용불가카드수,사용불가카드수,32,1052,1385,43,460,1134,615,27,906,0,-,202305
회원수,직불/체크카드,개인,사용가능회원수,사용가능회원수,441,8596,10703,453,14159,7352,8213,321,13404,0,-,202305
회원수,직불/체크카드,개인,사용불가회원수,사용불가회원수,29,782,716,31,226,467,298,24,320,0,-,202305
회원수,직불/체크카드,개인,순수보유회원수(월말),순수보유회원수(월말),320,7851,8448,245,7724,5047,6192,266,8212,0,-,202305
회원수,직불/체크카드,법인,사용가능카드수,사용가능카드수,2,883,498,3,333,312,232,26,648,0,-,202305
회원수,직불/체크카드,법인,사용불가카드수,사용불가카드수,0,66,45,0,60,11,10,5,119,0,-,202305
회원수,직불/체크카드,법인,사용가능회원수,사용가능회원수,2,1298,736,1,140,115,108,10,398,0,-,202305
회원수,직불/체크카드,법인,사용불가회원수,사용불가회원수,0,207,86,0,83,2,4,2,20,0,-,202305
회원수,직불/체크카드,법인,순수보유회원수(월말),순수보유회원수(월말),3,566,188,1,163,105,60,10,313,0,-,202305
